| Training Step | Cross Entropy |  Layer  |   Epoch  |
|---------------|---------------|---------|----------|
|          1290 |    44839.9609 | Layer 1 | Epoch 22  |
|          1320 |    44671.9297 | Layer 1 | Epoch 22  |
|          1350 |    44717.2656 | Layer 1 | Epoch 23  |
|          1380 |    44578.0625 | Layer 1 | Epoch 23  |
|          1410 |    44614.2266 | Layer 1 | Epoch 24  |
|          1440 |    44294.0547 | Layer 1 | Epoch 24  |
|          1470 |    44267.7500 | Layer 1 | Epoch 25  |
|          1500 |    44359.4219 | Layer 1 | Epoch 25  |
|          1530 |    44075.9336 | Layer 1 | Epoch 26  |
|          1560 |    44307.7891 | Layer 1 | Epoch 26  |
|          1590 |    44271.1328 | Layer 1 | Epoch 27  |
|          1620 |    44469.6250 | Layer 1 | Epoch 27  |
|          1650 |    44831.1719 | Layer 1 | Epoch 28  |
|          1680 |    44250.7656 | Layer 1 | Epoch 28  |
|          1710 |    44294.2812 | Layer 1 | Epoch 29  |
|          1740 |    44445.5312 | Layer 1 | Epoch 29  |
|          1770 |    43754.3750 | Layer 1 | Epoch 30  |
|          1800 |    44093.2070 | Layer 1 | Epoch 30  |
|          1830 |    44358.6406 | Layer 1 | Epoch 31  |
|          1860 |    44800.2891 | Layer 1 | Epoch 31  |
|          1890 |    44293.2656 | Layer 1 | Epoch 31  |
|          1920 |    43594.1875 | Layer 1 | Epoch 32  |
|          1950 |    44262.9297 | Layer 1 | Epoch 32  |
|          1980 |    44288.6211 | Layer 1 | Epoch 33  |
|          2010 |    44153.2109 | Layer 1 | Epoch 33  |
|          2040 |    43930.8125 | Layer 1 | Epoch 34  |
|          2070 |    43842.9844 | Layer 1 | Epoch 34  |
|          2100 |    43464.5547 | Layer 1 | Epoch 35  |
|          2130 |    43862.1133 | Layer 1 | Epoch 35  |
|          2160 |    43751.5742 | Layer 1 | Epoch 36  |
|          2190 |    43628.1719 | Layer 1 | Epoch 36  |
|          2220 |    44178.7891 | Layer 1 | Epoch 37  |
|          2250 |    43783.1484 | Layer 1 | Epoch 37  |
|          2280 |    43843.7734 | Layer 1 | Epoch 38  |
|          2310 |    43574.6406 | Layer 1 | Epoch 38  |
|          2340 |    43747.1250 | Layer 1 | Epoch 39  |
|          2370 |    43887.7188 | Layer 1 | Epoch 39  |
|          2400 |    44028.2734 | Layer 1 | Epoch 40  |
|          2430 |    43604.3945 | Layer 1 | Epoch 40  |
|          2460 |    44299.0000 | Layer 1 | Epoch 41  |
|          2490 |    44373.9141 | Layer 1 | Epoch 41  |
|          2520 |    43636.9883 | Layer 1 | Epoch 42  |
|          2550 |    42988.3711 | Layer 1 | Epoch 42  |
|          2580 |    44014.6836 | Layer 1 | Epoch 43  |
|          2610 |    43459.2539 | Layer 1 | Epoch 43  |
|          2640 |    43154.0078 | Layer 1 | Epoch 44  |
|          2670 |    43075.3984 | Layer 1 | Epoch 44  |
|          2700 |    43504.8984 | Layer 1 | Epoch 45  |
|          2730 |    43566.4766 | Layer 1 | Epoch 45  |
|          2760 |    43245.0938 | Layer 1 | Epoch 46  |
|          2790 |    43504.0547 | Layer 1 | Epoch 46  |
|          2820 |    43860.5430 | Layer 1 | Epoch 47  |
|          2850 |    44298.1094 | Layer 1 | Epoch 47  |
|          2880 |    43572.8359 | Layer 1 | Epoch 48  |
|          2910 |    44110.0938 | Layer 1 | Epoch 48  |
|          2940 |    43858.0156 | Layer 1 | Epoch 49  |
|          2970 |    43230.0938 | Layer 1 | Epoch 49  |
|          3000 |    43582.9844 | Layer 1 | Epoch 50  |
|          3030 |    43113.4883 | Layer 1 | Epoch 50  |
|          3060 |    43517.4570 | Layer 1 | Epoch 51  |
|          3090 |    42990.4453 | Layer 1 | Epoch 51  |
|          3120 |    43772.4805 | Layer 1 | Epoch 52  |
|          3150 |    43536.4609 | Layer 1 | Epoch 52  |
|          3180 |    43681.9062 | Layer 1 | Epoch 53  |
|          3210 |    43875.2969 | Layer 1 | Epoch 53  |
|          3240 |    43518.5078 | Layer 1 | Epoch 54  |
|          3270 |    43381.9102 | Layer 1 | Epoch 54  |
|          3300 |    43592.3789 | Layer 1 | Epoch 55  |
|          3330 |    43696.1406 | Layer 1 | Epoch 55  |
|          3360 |    43022.1172 | Layer 1 | Epoch 56  |
|          3390 |    43758.5703 | Layer 1 | Epoch 56  |
|          3420 |    43222.5781 | Layer 1 | Epoch 57  |
|          3450 |    43331.4453 | Layer 1 | Epoch 57  |
|          3480 |    43398.1016 | Layer 1 | Epoch 58  |
|          3510 |    43350.4531 | Layer 1 | Epoch 58  |
|          3540 |    42503.8750 | Layer 1 | Epoch 59  |
|          3570 |    42991.3359 | Layer 1 | Epoch 59  |
|          3600 |    43828.2266 | Layer 1 | Epoch 60  |
|          3630 |    43202.8359 | Layer 1 | Epoch 60  |
|          3660 |    43449.2656 | Layer 1 | Epoch 61  |
|          3690 |    43864.0312 | Layer 1 | Epoch 61  |
|          3720 |    42941.7461 | Layer 1 | Epoch 61  |
|          3750 |    42260.9141 | Layer 1 | Epoch 62  |
|          3780 |    43131.3203 | Layer 1 | Epoch 62  |
|          3810 |    43544.5234 | Layer 1 | Epoch 63  |
|          3840 |    42859.2656 | Layer 1 | Epoch 63  |
|          3870 |    42922.1445 | Layer 1 | Epoch 64  |
|          3900 |    43042.8047 | Layer 1 | Epoch 64  |
|          3930 |    43004.8438 | Layer 1 | Epoch 65  |
|          3960 |    43291.8984 | Layer 1 | Epoch 65  |
|          3990 |    43707.6602 | Layer 1 | Epoch 66  |
|          4020 |    42585.0039 | Layer 1 | Epoch 66  |
|          4050 |    42918.0430 | Layer 1 | Epoch 67  |
|          4080 |    42589.8047 | Layer 1 | Epoch 67  |
|          4110 |    44047.3789 | Layer 1 | Epoch 68  |
|          4140 |    42244.6289 | Layer 1 | Epoch 68  |
|          4170 |    42454.1133 | Layer 1 | Epoch 69  |
|          4200 |    42422.6289 | Layer 1 | Epoch 69  |
|          4230 |    42977.5859 | Layer 1 | Epoch 70  |
|          4260 |    43438.3672 | Layer 1 | Epoch 70  |
|          4290 |    43340.4141 | Layer 1 | Epoch 71  |
|          4320 |    42982.5000 | Layer 1 | Epoch 71  |
|          4350 |    43233.1172 | Layer 1 | Epoch 72  |
|          4380 |    43478.8320 | Layer 1 | Epoch 72  |
|          4410 |    43353.5312 | Layer 1 | Epoch 73  |
|          4440 |    42716.4297 | Layer 1 | Epoch 73  |
|          4470 |    43774.8203 | Layer 1 | Epoch 74  |
|          4500 |    43054.5859 | Layer 1 | Epoch 74  |
|          4530 |    43128.8047 | Layer 1 | Epoch 75  |
|          4560 |    43821.9727 | Layer 1 | Epoch 75  |
|          4590 |    43684.4219 | Layer 1 | Epoch 76  |
|          4620 |    42674.5508 | Layer 1 | Epoch 76  |
|          4650 |    42814.3594 | Layer 1 | Epoch 77  |
|          4680 |    43585.9258 | Layer 1 | Epoch 77  |
|          4710 |    42546.0547 | Layer 1 | Epoch 78  |
|          4740 |    42513.7852 | Layer 1 | Epoch 78  |
|          4770 |    43086.8047 | Layer 1 | Epoch 79  |
|          4800 |    42308.3594 | Layer 1 | Epoch 79  |
|          4830 |    43359.0977 | Layer 1 | Epoch 80  |
|          4860 |    42695.2734 | Layer 1 | Epoch 80  |
|          4890 |    42285.7109 | Layer 1 | Epoch 81  |
|          4920 |    43249.8125 | Layer 1 | Epoch 81  |
|          4950 |    43500.1328 | Layer 1 | Epoch 82  |
|          4980 |    43171.0078 | Layer 1 | Epoch 82  |
|          5010 |    43300.9297 | Layer 1 | Epoch 83  |
|          5040 |    43561.9180 | Layer 1 | Epoch 83  |
|          5070 |    43031.5195 | Layer 1 | Epoch 84  |
|          5100 |    41929.7773 | Layer 1 | Epoch 84  |
|          5130 |    43736.9922 | Layer 1 | Epoch 85  |
|          5160 |    42836.0234 | Layer 1 | Epoch 85  |
|          5190 |    42533.1016 | Layer 1 | Epoch 86  |
|          5220 |    42750.2109 | Layer 1 | Epoch 86  |
|          5250 |    43287.3594 | Layer 1 | Epoch 87  |
|          5280 |    43175.7422 | Layer 1 | Epoch 87  |
|          5310 |    41982.1836 | Layer 1 | Epoch 88  |
|          5340 |    42383.2188 | Layer 1 | Epoch 88  |
|          5370 |    43163.9531 | Layer 1 | Epoch 89  |
|          5400 |    43151.2578 | Layer 1 | Epoch 89  |
|          5430 |    43216.6055 | Layer 1 | Epoch 90  |
|          5460 |    42880.3242 | Layer 1 | Epoch 90  |
|          5490 |    43189.2305 | Layer 1 | Epoch 91  |
|          5520 |    42654.3789 | Layer 1 | Epoch 91  |
|          5550 |    42123.2539 | Layer 1 | Epoch 91  |
|          5580 |    43251.5000 | Layer 1 | Epoch 92  |
|          5610 |    43100.5078 | Layer 1 | Epoch 92  |
|          5640 |    42835.8672 | Layer 1 | Epoch 93  |
|          5670 |    42151.6406 | Layer 1 | Epoch 93  |
|          5700 |    43133.5000 | Layer 1 | Epoch 94  |
|          5730 |    42421.4609 | Layer 1 | Epoch 94  |
|          5760 |    42987.1758 | Layer 1 | Epoch 95  |
|          5790 |    42271.1641 | Layer 1 | Epoch 95  |
|          5820 |    42888.6641 | Layer 1 | Epoch 96  |
|          5850 |    41822.3281 | Layer 1 | Epoch 96  |
|          5880 |    43831.6172 | Layer 1 | Epoch 97  |
|          5910 |    42338.7422 | Layer 1 | Epoch 97  |
|          5940 |    43093.2344 | Layer 1 | Epoch 98  |
|          5970 |    42022.1289 | Layer 1 | Epoch 98  |
|          6000 |    41724.6875 | Layer 1 | Epoch 99  |
|          6030 |    41280.0938 | Layer 1 | Epoch 99  |
|          6060 |    42076.7422 | Layer 1 | Epoch 100  |
|          6090 |    42683.2422 | Layer 1 | Epoch 100  |
|          6120 |    43115.8516 | Layer 1 | Epoch 101  |
|          6150 |    43068.6328 | Layer 1 | Epoch 101  |
|          6180 |    42135.6484 | Layer 1 | Epoch 102  |
|          6210 |    42729.7578 | Layer 1 | Epoch 102  |
|          6240 |    42193.4023 | Layer 1 | Epoch 103  |
|          6270 |    41999.6758 | Layer 1 | Epoch 103  |
|          6300 |    42293.5547 | Layer 1 | Epoch 104  |
|          6330 |    41970.1875 | Layer 1 | Epoch 104  |
|          6360 |    42588.0430 | Layer 1 | Epoch 105  |
|          6390 |    42362.0859 | Layer 1 | Epoch 105  |
|          6420 |    42491.7656 | Layer 1 | Epoch 106  |
|          6450 |    42956.5938 | Layer 1 | Epoch 106  |
|          6480 |    42277.4414 | Layer 1 | Epoch 107  |
|          6510 |    42779.7500 | Layer 1 | Epoch 107  |
|          6540 |    42730.5508 | Layer 1 | Epoch 108  |
|          6570 |    41881.7305 | Layer 1 | Epoch 108  |
|          6600 |    42804.6562 | Layer 1 | Epoch 109  |
|          6630 |    42965.5977 | Layer 1 | Epoch 109  |
|          6660 |    41878.2656 | Layer 1 | Epoch 110  |
|          6690 |    42165.9805 | Layer 1 | Epoch 110  |
|          6720 |    41914.6094 | Layer 1 | Epoch 111  |
|          6750 |    42692.0508 | Layer 1 | Epoch 111  |
|          6780 |    43370.6875 | Layer 1 | Epoch 112  |
|          6810 |    42567.1367 | Layer 1 | Epoch 112  |
|          6840 |    42408.9141 | Layer 1 | Epoch 113  |
|          6870 |    42553.8867 | Layer 1 | Epoch 113  |
|          6900 |    42346.7500 | Layer 1 | Epoch 114  |
|          6930 |    41444.3125 | Layer 1 | Epoch 114  |
|          6960 |    41769.5586 | Layer 1 | Epoch 115  |
|          6990 |    42941.9219 | Layer 1 | Epoch 115  |
|          7020 |    42321.8867 | Layer 1 | Epoch 116  |
|          7050 |    41653.5000 | Layer 1 | Epoch 116  |
|          7080 |    42280.6641 | Layer 1 | Epoch 117  |
|          7110 |    42255.7031 | Layer 1 | Epoch 117  |
|          7140 |    42190.8906 | Layer 1 | Epoch 118  |
|          7170 |    43363.2969 | Layer 1 | Epoch 118  |
|          7200 |    42440.8906 | Layer 1 | Epoch 119  |
|          7230 |    42027.7266 | Layer 1 | Epoch 119  |
|          7260 |    43551.5625 | Layer 1 | Epoch 120  |
|          7290 |    43216.6797 | Layer 1 | Epoch 120  |
|          7320 |    41906.3281 | Layer 1 | Epoch 121  |
|          7350 |    43613.4102 | Layer 1 | Epoch 121  |
|          7380 |    41694.4766 | Layer 1 | Epoch 121  |
|          7410 |    42819.7656 | Layer 1 | Epoch 122  |
|          7440 |    41833.5938 | Layer 1 | Epoch 122  |
|          7470 |    42400.4414 | Layer 1 | Epoch 123  |
|          7500 |    42531.2031 | Layer 1 | Epoch 123  |
|          7530 |    42839.6055 | Layer 1 | Epoch 124  |
|          7560 |    43019.5078 | Layer 1 | Epoch 124  |
|          7590 |    42122.5469 | Layer 1 | Epoch 125  |
|          7620 |    43064.7695 | Layer 1 | Epoch 125  |
|          7650 |    42513.5820 | Layer 1 | Epoch 126  |
|          7680 |    42995.9922 | Layer 1 | Epoch 126  |
|          7710 |    41379.9141 | Layer 1 | Epoch 127  |
|          7740 |    42812.2344 | Layer 1 | Epoch 127  |
|          7770 |    42882.3906 | Layer 1 | Epoch 128  |
|          7800 |    42507.9141 | Layer 1 | Epoch 128  |
|          7830 |    41889.6953 | Layer 1 | Epoch 129  |
|          7860 |    42805.6406 | Layer 1 | Epoch 129  |
|          7890 |    42093.6094 | Layer 1 | Epoch 130  |
|          7920 |    42196.4219 | Layer 1 | Epoch 130  |
|          7950 |    42207.2344 | Layer 1 | Epoch 131  |
|          7980 |    42185.0469 | Layer 1 | Epoch 131  |
|          8010 |    41962.1094 | Layer 1 | Epoch 132  |
|          8040 |    42356.5703 | Layer 1 | Epoch 132  |
|          8070 |    42424.6562 | Layer 1 | Epoch 133  |
|          8100 |    41488.1641 | Layer 1 | Epoch 133  |
|          8130 |    42438.6133 | Layer 1 | Epoch 134  |
|          8160 |    42187.9648 | Layer 1 | Epoch 134  |
|          8190 |    42222.9531 | Layer 1 | Epoch 135  |
|          8220 |    41013.0859 | Layer 1 | Epoch 135  |
|          8250 |    42816.8438 | Layer 1 | Epoch 136  |
|          8280 |    42718.4219 | Layer 1 | Epoch 136  |
|          8310 |    42421.6836 | Layer 1 | Epoch 137  |
|          8340 |    42235.7422 | Layer 1 | Epoch 137  |
|          8370 |    41936.6094 | Layer 1 | Epoch 138  |
|          8400 |    42432.8438 | Layer 1 | Epoch 138  |
|          8430 |    42361.3516 | Layer 1 | Epoch 139  |
|          8460 |    41867.6797 | Layer 1 | Epoch 139  |
|          8490 |    42677.3516 | Layer 1 | Epoch 140  |
|          8520 |    42162.0547 | Layer 1 | Epoch 140  |
|          8550 |    42060.2227 | Layer 1 | Epoch 141  |
|          8580 |    42399.1250 | Layer 1 | Epoch 141  |
|          8610 |    43020.3086 | Layer 1 | Epoch 142  |
|          8640 |    41379.3047 | Layer 1 | Epoch 142  |
|          8670 |    42471.0234 | Layer 1 | Epoch 143  |
|          8700 |    42023.4336 | Layer 1 | Epoch 143  |
|          8730 |    43137.6875 | Layer 1 | Epoch 144  |
|          8760 |    42160.6250 | Layer 1 | Epoch 144  |
|          8790 |    41245.6914 | Layer 1 | Epoch 145  |
|          8820 |    42324.6602 | Layer 1 | Epoch 145  |
|          8850 |    41961.9180 | Layer 1 | Epoch 146  |
|          8880 |    42469.6914 | Layer 1 | Epoch 146  |
|          8910 |    42835.4219 | Layer 1 | Epoch 147  |
|          8940 |    42218.3906 | Layer 1 | Epoch 147  |
|          8970 |    42303.7969 | Layer 1 | Epoch 148  |
|          9000 |    42176.3047 | Layer 1 | Epoch 148  |
|          9030 |    42273.9375 | Layer 1 | Epoch 149  |
|          9060 |    42196.0781 | Layer 1 | Epoch 149  |
|          9090 |    42225.8281 | Layer 1 | Epoch 150  |
|          9120 |    42706.7812 | Layer 1 | Epoch 150  |
|          9150 |    41649.4922 | Layer 1 | Epoch 151  |
|          9180 |    42151.9453 | Layer 1 | Epoch 151  |
|          9210 |    42114.7734 | Layer 1 | Epoch 151  |
|          9240 |    42148.5195 | Layer 1 | Epoch 152  |
|          9270 |    42005.9961 | Layer 1 | Epoch 152  |
|          9300 |    41261.8828 | Layer 1 | Epoch 153  |
|          9330 |    41854.2109 | Layer 1 | Epoch 153  |
|          9360 |    42362.6445 | Layer 1 | Epoch 154  |
|          9390 |    42081.0000 | Layer 1 | Epoch 154  |
|          9420 |    43045.1094 | Layer 1 | Epoch 155  |
|          9450 |    41493.0000 | Layer 1 | Epoch 155  |
|          9480 |    41924.3047 | Layer 1 | Epoch 156  |
|          9510 |    42975.8750 | Layer 1 | Epoch 156  |
|          9540 |    41423.9375 | Layer 1 | Epoch 157  |
|          9570 |    42969.3906 | Layer 1 | Epoch 157  |
|          9600 |    42565.3516 | Layer 1 | Epoch 158  |
|          9630 |    42274.4688 | Layer 1 | Epoch 158  |
|          9660 |    41975.3516 | Layer 1 | Epoch 159  |
|          9690 |    42467.9844 | Layer 1 | Epoch 159  |
|          9720 |    42339.6406 | Layer 1 | Epoch 160  |
|          9750 |    41596.8594 | Layer 1 | Epoch 160  |
|          9780 |    40837.6094 | Layer 1 | Epoch 161  |
|          9810 |    41689.6328 | Layer 1 | Epoch 161  |
|          9840 |    42586.2500 | Layer 1 | Epoch 162  |
|          9870 |    42291.7422 | Layer 1 | Epoch 162  |
|          9900 |    41298.8594 | Layer 1 | Epoch 163  |
|          9930 |    42086.6602 | Layer 1 | Epoch 163  |
|          9960 |    41179.1406 | Layer 1 | Epoch 164  |
|          9990 |    41943.8125 | Layer 1 | Epoch 164  |
|         10020 |    41712.9453 | Layer 1 | Epoch 165  |
|         10050 |    42299.7695 | Layer 1 | Epoch 165  |
|         10080 |    42466.6914 | Layer 1 | Epoch 166  |
|         10110 |    42678.4883 | Layer 1 | Epoch 166  |
|         10140 |    40703.3203 | Layer 1 | Epoch 167  |
|         10170 |    42195.0703 | Layer 1 | Epoch 167  |
|         10200 |    42081.5312 | Layer 1 | Epoch 168  |
|         10230 |    42894.5391 | Layer 1 | Epoch 168  |
|         10260 |    42755.5625 | Layer 1 | Epoch 169  |
|         10290 |    42550.0508 | Layer 1 | Epoch 169  |
|         10320 |    43749.6836 | Layer 1 | Epoch 170  |
|         10350 |    40390.0859 | Layer 1 | Epoch 170  |
|         10380 |    43369.4961 | Layer 1 | Epoch 171  |
|         10410 |    42839.3086 | Layer 1 | Epoch 171  |
|         10440 |    43109.2852 | Layer 1 | Epoch 172  |
|         10470 |    42077.6797 | Layer 1 | Epoch 172  |
|         10500 |    42512.6250 | Layer 1 | Epoch 173  |
|         10530 |    43423.4219 | Layer 1 | Epoch 173  |
|         10560 |    42022.1250 | Layer 1 | Epoch 174  |
|         10590 |    42101.7617 | Layer 1 | Epoch 174  |
|         10620 |    41280.4688 | Layer 1 | Epoch 175  |
|         10650 |    42374.5156 | Layer 1 | Epoch 175  |
|         10680 |    41536.0000 | Layer 1 | Epoch 176  |
|         10710 |    43899.6602 | Layer 1 | Epoch 176  |
|         10740 |    41488.4844 | Layer 1 | Epoch 177  |
|         10770 |    43130.8945 | Layer 1 | Epoch 177  |
|         10800 |    41693.9375 | Layer 1 | Epoch 178  |
|         10830 |    42452.9688 | Layer 1 | Epoch 178  |
|         10860 |    41598.5742 | Layer 1 | Epoch 179  |
|         10890 |    40854.1094 | Layer 1 | Epoch 179  |
|         10920 |    42271.3359 | Layer 1 | Epoch 180  |
|         10950 |    42149.2578 | Layer 1 | Epoch 180  |
|         10980 |    42598.9727 | Layer 1 | Epoch 181  |
|         11010 |    41557.7539 | Layer 1 | Epoch 181  |
|         11040 |    42797.7812 | Layer 1 | Epoch 181  |
|         11070 |    41242.0156 | Layer 1 | Epoch 182  |
|         11100 |    42083.2461 | Layer 1 | Epoch 182  |
|         11130 |    41453.2344 | Layer 1 | Epoch 183  |
|         11160 |    41693.0820 | Layer 1 | Epoch 183  |
|         11190 |    42157.9570 | Layer 1 | Epoch 184  |
|         11220 |    41511.6562 | Layer 1 | Epoch 184  |
|         11250 |    43115.8047 | Layer 1 | Epoch 185  |
|         11280 |    43217.0078 | Layer 1 | Epoch 185  |
|         11310 |    41249.8281 | Layer 1 | Epoch 186  |
|         11340 |    41538.6875 | Layer 1 | Epoch 186  |
|         11370 |    41121.5508 | Layer 1 | Epoch 187  |
|         11400 |    41024.8438 | Layer 1 | Epoch 187  |
|         11430 |    41704.5234 | Layer 1 | Epoch 188  |
|         11460 |    43568.8594 | Layer 1 | Epoch 188  |
|         11490 |    41646.6094 | Layer 1 | Epoch 189  |
|         11520 |    41016.4102 | Layer 1 | Epoch 189  |
|         11550 |    40641.0156 | Layer 1 | Epoch 190  |
|         11580 |    42724.2578 | Layer 1 | Epoch 190  |
|         11610 |    42272.8516 | Layer 1 | Epoch 191  |
|         11640 |    42492.7930 | Layer 1 | Epoch 191  |
|         11670 |    41968.4531 | Layer 1 | Epoch 192  |
|         11700 |    41793.7500 | Layer 1 | Epoch 192  |
|         11730 |    42051.1875 | Layer 1 | Epoch 193  |
|         11760 |    41212.4648 | Layer 1 | Epoch 193  |
|         11790 |    42164.8555 | Layer 1 | Epoch 194  |
|         11820 |    41961.8672 | Layer 1 | Epoch 194  |
|         11850 |    42626.9609 | Layer 1 | Epoch 195  |
|         11880 |    41322.1992 | Layer 1 | Epoch 195  |
|         11910 |    41709.2188 | Layer 1 | Epoch 196  |
|         11940 |    41522.3281 | Layer 1 | Epoch 196  |
|         11970 |    40558.8750 | Layer 1 | Epoch 197  |
|         12000 |    42894.3594 | Layer 1 | Epoch 197  |
|         12030 |    41777.6641 | Layer 1 | Epoch 198  |
|         12060 |    42393.5664 | Layer 1 | Epoch 198  |
|         12090 |    42471.8438 | Layer 1 | Epoch 199  |
|         12120 |    40841.0586 | Layer 1 | Epoch 199  |
|         12150 |    40505.2422 | Layer 1 | Epoch 200  |
|         12180 |    41142.2070 | Layer 1 | Epoch 200  |
|         12210 |    41752.0859 | Layer 1 | Epoch 201  |
|         12240 |    42377.8438 | Layer 1 | Epoch 201  |
|         12270 |    41351.5859 | Layer 1 | Epoch 202  |
|         12300 |    41942.4727 | Layer 1 | Epoch 202  |
|         12330 |    42278.1250 | Layer 1 | Epoch 203  |
|         12360 |    40511.0703 | Layer 1 | Epoch 203  |
|         12390 |    41479.7188 | Layer 1 | Epoch 204  |
|         12420 |    41639.5391 | Layer 1 | Epoch 204  |
|         12450 |    41882.8203 | Layer 1 | Epoch 205  |
|         12480 |    41970.9609 | Layer 1 | Epoch 205  |
|         12510 |    41164.7422 | Layer 1 | Epoch 206  |
|         12540 |    42420.7148 | Layer 1 | Epoch 206  |
|         12570 |    40334.2266 | Layer 1 | Epoch 207  |
|         12600 |    42929.0000 | Layer 1 | Epoch 207  |
|         12630 |    41433.9609 | Layer 1 | Epoch 208  |
