| Training Step | Cross Entropy |  Layer  |   Epoch  |
|---------------|---------------|---------|----------|
|          1290 |    42764.1914 | Layer 1 | Epoch 22  |
|          1320 |    42552.2422 | Layer 1 | Epoch 22  |
|          1350 |    42026.1328 | Layer 1 | Epoch 23  |
|          1380 |    43135.6172 | Layer 1 | Epoch 23  |
|          1410 |    43158.8008 | Layer 1 | Epoch 24  |
|          1440 |    42979.8750 | Layer 1 | Epoch 24  |
|          1470 |    41771.8281 | Layer 1 | Epoch 25  |
|          1500 |    40973.3828 | Layer 1 | Epoch 25  |
|          1530 |    42651.3125 | Layer 1 | Epoch 26  |
|          1560 |    42590.9102 | Layer 1 | Epoch 26  |
|          1590 |    41432.7227 | Layer 1 | Epoch 27  |
|          1620 |    41483.2109 | Layer 1 | Epoch 27  |
|          1650 |    41747.3438 | Layer 1 | Epoch 28  |
|          1680 |    41870.0391 | Layer 1 | Epoch 28  |
|          1710 |    42884.3438 | Layer 1 | Epoch 29  |
|          1740 |    42710.9492 | Layer 1 | Epoch 29  |
|          1770 |    41368.9766 | Layer 1 | Epoch 30  |
|          1800 |    40840.3828 | Layer 1 | Epoch 30  |
|          1830 |    41560.9609 | Layer 1 | Epoch 31  |
|          1860 |    43041.8906 | Layer 1 | Epoch 31  |
|          1890 |    41628.1953 | Layer 1 | Epoch 31  |
|          1920 |    40727.1797 | Layer 1 | Epoch 32  |
|          1950 |    42640.6953 | Layer 1 | Epoch 32  |
|          1980 |    42231.5859 | Layer 1 | Epoch 33  |
|          2010 |    42444.3125 | Layer 1 | Epoch 33  |
|          2040 |    41963.5430 | Layer 1 | Epoch 34  |
|          2070 |    41304.6797 | Layer 1 | Epoch 34  |
|          2100 |    41360.0703 | Layer 1 | Epoch 35  |
|          2130 |    43110.5156 | Layer 1 | Epoch 35  |
|          2160 |    41389.8516 | Layer 1 | Epoch 36  |
|          2190 |    43297.3945 | Layer 1 | Epoch 36  |
|          2220 |    42587.2266 | Layer 1 | Epoch 37  |
|          2250 |    42136.0312 | Layer 1 | Epoch 37  |
|          2280 |    41732.2812 | Layer 1 | Epoch 38  |
|          2310 |    40970.2812 | Layer 1 | Epoch 38  |
|          2340 |    41563.1953 | Layer 1 | Epoch 39  |
|          2370 |    42281.5898 | Layer 1 | Epoch 39  |
|          2400 |    41070.8477 | Layer 1 | Epoch 40  |
|          2430 |    41407.0938 | Layer 1 | Epoch 40  |
|          2460 |    42082.3398 | Layer 1 | Epoch 41  |
|          2490 |    39587.2539 | Layer 1 | Epoch 41  |
|          2520 |    41615.5664 | Layer 1 | Epoch 42  |
|          2550 |    41044.9375 | Layer 1 | Epoch 42  |
|          2580 |    41447.2422 | Layer 1 | Epoch 43  |
|          2610 |    40041.2812 | Layer 1 | Epoch 43  |
|          2640 |    41170.4688 | Layer 1 | Epoch 44  |
|          2670 |    41377.0078 | Layer 1 | Epoch 44  |
|          2700 |    41428.6172 | Layer 1 | Epoch 45  |
|          2730 |    40432.9844 | Layer 1 | Epoch 45  |
|          2760 |    41859.3516 | Layer 1 | Epoch 46  |
|          2790 |    41981.1016 | Layer 1 | Epoch 46  |
|          2820 |    41724.7031 | Layer 1 | Epoch 47  |
|          2850 |    40394.5156 | Layer 1 | Epoch 47  |
|          2880 |    40638.3594 | Layer 1 | Epoch 48  |
|          2910 |    41127.7656 | Layer 1 | Epoch 48  |
|          2940 |    39427.6133 | Layer 1 | Epoch 49  |
|          2970 |    41476.3477 | Layer 1 | Epoch 49  |
|          3000 |    40703.2812 | Layer 1 | Epoch 50  |
|          3030 |    41595.4688 | Layer 1 | Epoch 50  |
|          3060 |    42115.2266 | Layer 1 | Epoch 51  |
|          3090 |    41154.2422 | Layer 1 | Epoch 51  |
|          3120 |    41574.6211 | Layer 1 | Epoch 52  |
|          3150 |    42159.3242 | Layer 1 | Epoch 52  |
|          3180 |    41372.2539 | Layer 1 | Epoch 53  |
|          3210 |    39809.5078 | Layer 1 | Epoch 53  |
|          3240 |    39895.9844 | Layer 1 | Epoch 54  |
|          3270 |    41771.0469 | Layer 1 | Epoch 54  |
|          3300 |    40988.7930 | Layer 1 | Epoch 55  |
|          3330 |    40665.1953 | Layer 1 | Epoch 55  |
|          3360 |    40865.5000 | Layer 1 | Epoch 56  |
|          3390 |    41721.4453 | Layer 1 | Epoch 56  |
|          3420 |    41366.6641 | Layer 1 | Epoch 57  |
|          3450 |    41284.2656 | Layer 1 | Epoch 57  |
|          3480 |    41125.1680 | Layer 1 | Epoch 58  |
|          3510 |    41087.6562 | Layer 1 | Epoch 58  |
|          3540 |    40174.5469 | Layer 1 | Epoch 59  |
|          3570 |    39278.6367 | Layer 1 | Epoch 59  |
|          3600 |    40782.6641 | Layer 1 | Epoch 60  |
|          3630 |    40171.9375 | Layer 1 | Epoch 60  |
|          3660 |    40768.7656 | Layer 1 | Epoch 61  |
|          3690 |    41824.6914 | Layer 1 | Epoch 61  |
|          3720 |    40302.4414 | Layer 1 | Epoch 61  |
|          3750 |    39999.6250 | Layer 1 | Epoch 62  |
|          3780 |    41513.9414 | Layer 1 | Epoch 62  |
|          3810 |    40896.1914 | Layer 1 | Epoch 63  |
|          3840 |    40749.6172 | Layer 1 | Epoch 63  |
|          3870 |    41685.1484 | Layer 1 | Epoch 64  |
|          3900 |    40929.7266 | Layer 1 | Epoch 64  |
|          3930 |    41273.5234 | Layer 1 | Epoch 65  |
|          3960 |    41022.6992 | Layer 1 | Epoch 65  |
|          3990 |    39813.1562 | Layer 1 | Epoch 66  |
|          4020 |    41302.7344 | Layer 1 | Epoch 66  |
|          4050 |    40157.8594 | Layer 1 | Epoch 67  |
|          4080 |    39597.2031 | Layer 1 | Epoch 67  |
|          4110 |    40660.5703 | Layer 1 | Epoch 68  |
|          4140 |    40590.4453 | Layer 1 | Epoch 68  |
|          4170 |    39544.1289 | Layer 1 | Epoch 69  |
|          4200 |    41370.2969 | Layer 1 | Epoch 69  |
|          4230 |    40016.3438 | Layer 1 | Epoch 70  |
|          4260 |    40980.7031 | Layer 1 | Epoch 70  |
|          4290 |    39488.8359 | Layer 1 | Epoch 71  |
|          4320 |    38874.3281 | Layer 1 | Epoch 71  |
|          4350 |    40431.6250 | Layer 1 | Epoch 72  |
|          4380 |    41633.8906 | Layer 1 | Epoch 72  |
|          4410 |    40918.8867 | Layer 1 | Epoch 73  |
|          4440 |    40271.5312 | Layer 1 | Epoch 73  |
|          4470 |    41530.4297 | Layer 1 | Epoch 74  |
|          4500 |    41185.1719 | Layer 1 | Epoch 74  |
|          4530 |    40324.7656 | Layer 1 | Epoch 75  |
|          4560 |    42037.3477 | Layer 1 | Epoch 75  |
|          4590 |    41913.5312 | Layer 1 | Epoch 76  |
|          4620 |    40084.0859 | Layer 1 | Epoch 76  |
|          4650 |    41382.2930 | Layer 1 | Epoch 77  |
|          4680 |    40541.9688 | Layer 1 | Epoch 77  |
|          4710 |    40180.9766 | Layer 1 | Epoch 78  |
|          4740 |    40118.1953 | Layer 1 | Epoch 78  |
|          4770 |    41171.0234 | Layer 1 | Epoch 79  |
|          4800 |    40920.3438 | Layer 1 | Epoch 79  |
|          4830 |    41265.4531 | Layer 1 | Epoch 80  |
|          4860 |    39279.0859 | Layer 1 | Epoch 80  |
|          4890 |    40562.9766 | Layer 1 | Epoch 81  |
|          4920 |    39177.1836 | Layer 1 | Epoch 81  |
|          4950 |    41129.2344 | Layer 1 | Epoch 82  |
|          4980 |    40236.4844 | Layer 1 | Epoch 82  |
|          5010 |    40184.9688 | Layer 1 | Epoch 83  |
|          5040 |    41426.6445 | Layer 1 | Epoch 83  |
|          5070 |    40311.6797 | Layer 1 | Epoch 84  |
|          5100 |    40610.4570 | Layer 1 | Epoch 84  |
|          5130 |    40328.3281 | Layer 1 | Epoch 85  |
|          5160 |    38939.5234 | Layer 1 | Epoch 85  |
|          5190 |    39398.2695 | Layer 1 | Epoch 86  |
|          5220 |    40638.6758 | Layer 1 | Epoch 86  |
|          5250 |    39754.0625 | Layer 1 | Epoch 87  |
|          5280 |    39420.9414 | Layer 1 | Epoch 87  |
|          5310 |    40137.6719 | Layer 1 | Epoch 88  |
|          5340 |    40133.2031 | Layer 1 | Epoch 88  |
|          5370 |    39381.4727 | Layer 1 | Epoch 89  |
|          5400 |    39115.8750 | Layer 1 | Epoch 89  |
|          5430 |    39454.6445 | Layer 1 | Epoch 90  |
|          5460 |    39770.9648 | Layer 1 | Epoch 90  |
|          5490 |    40457.0039 | Layer 1 | Epoch 91  |
|          5520 |    38649.5859 | Layer 1 | Epoch 91  |
|          5550 |    39006.3125 | Layer 1 | Epoch 91  |
|          5580 |    39492.3516 | Layer 1 | Epoch 92  |
|          5610 |    41248.0117 | Layer 1 | Epoch 92  |
|          5640 |    39604.2109 | Layer 1 | Epoch 93  |
|          5670 |    39608.3047 | Layer 1 | Epoch 93  |
|          5700 |    40410.9570 | Layer 1 | Epoch 94  |
|          5730 |    39783.9688 | Layer 1 | Epoch 94  |
|          5760 |    38991.4883 | Layer 1 | Epoch 95  |
|          5790 |    38930.7109 | Layer 1 | Epoch 95  |
|          5820 |    39895.6328 | Layer 1 | Epoch 96  |
|          5850 |    41811.2656 | Layer 1 | Epoch 96  |
|          5880 |    39833.1016 | Layer 1 | Epoch 97  |
|          5910 |    39816.9688 | Layer 1 | Epoch 97  |
|          5940 |    39386.2227 | Layer 1 | Epoch 98  |
|          5970 |    40377.7812 | Layer 1 | Epoch 98  |
|          6000 |    38199.7656 | Layer 1 | Epoch 99  |
|          6030 |    40753.1406 | Layer 1 | Epoch 99  |
|          6060 |    41441.9688 | Layer 1 | Epoch 100  |
|          6090 |    41250.1016 | Layer 1 | Epoch 100  |
|          6120 |    38389.9297 | Layer 1 | Epoch 101  |
|          6150 |    37955.8047 | Layer 1 | Epoch 101  |
|          6180 |    40653.5898 | Layer 1 | Epoch 102  |
|          6210 |    40060.9375 | Layer 1 | Epoch 102  |
|          6240 |    40705.7578 | Layer 1 | Epoch 103  |
|          6270 |    39958.1133 | Layer 1 | Epoch 103  |
|          6300 |    39529.7109 | Layer 1 | Epoch 104  |
|          6330 |    39385.4531 | Layer 1 | Epoch 104  |
|          6360 |    40937.6406 | Layer 1 | Epoch 105  |
|          6390 |    40923.0430 | Layer 1 | Epoch 105  |
|          6420 |    39261.7070 | Layer 1 | Epoch 106  |
|          6450 |    39283.9297 | Layer 1 | Epoch 106  |
|          6480 |    40009.9531 | Layer 1 | Epoch 107  |
|          6510 |    40215.1211 | Layer 1 | Epoch 107  |
|          6540 |    39559.3164 | Layer 1 | Epoch 108  |
|          6570 |    40195.7930 | Layer 1 | Epoch 108  |
|          6600 |    39386.8828 | Layer 1 | Epoch 109  |
|          6630 |    39553.5859 | Layer 1 | Epoch 109  |
|          6660 |    40276.8555 | Layer 1 | Epoch 110  |
|          6690 |    39770.1211 | Layer 1 | Epoch 110  |
|          6720 |    40424.4531 | Layer 1 | Epoch 111  |
|          6750 |    40906.0547 | Layer 1 | Epoch 111  |
|          6780 |    39331.4883 | Layer 1 | Epoch 112  |
|          6810 |    40761.8828 | Layer 1 | Epoch 112  |
|          6840 |    40771.3516 | Layer 1 | Epoch 113  |
|          6870 |    39815.0859 | Layer 1 | Epoch 113  |
|          6900 |    39064.7734 | Layer 1 | Epoch 114  |
|          6930 |    38586.9375 | Layer 1 | Epoch 114  |
|          6960 |    40903.6484 | Layer 1 | Epoch 115  |
|          6990 |    38406.3203 | Layer 1 | Epoch 115  |
|          7020 |    39944.9688 | Layer 1 | Epoch 116  |
|          7050 |    39256.1562 | Layer 1 | Epoch 116  |
|          7080 |    38640.0000 | Layer 1 | Epoch 117  |
|          7110 |    39840.7852 | Layer 1 | Epoch 117  |
|          7140 |    41113.7500 | Layer 1 | Epoch 118  |
|          7170 |    40937.4961 | Layer 1 | Epoch 118  |
|          7200 |    40043.7617 | Layer 1 | Epoch 119  |
|          7230 |    39545.4766 | Layer 1 | Epoch 119  |
|          7260 |    38871.8984 | Layer 1 | Epoch 120  |
|          7290 |    39855.7969 | Layer 1 | Epoch 120  |
|          7320 |    39751.5938 | Layer 1 | Epoch 121  |
|          7350 |    38740.6719 | Layer 1 | Epoch 121  |
|          7380 |    39145.1797 | Layer 1 | Epoch 121  |
|          7410 |    40483.4492 | Layer 1 | Epoch 122  |
|          7440 |    41378.4961 | Layer 1 | Epoch 122  |
|          7470 |    39075.7656 | Layer 1 | Epoch 123  |
|          7500 |    39491.9609 | Layer 1 | Epoch 123  |
|          7530 |    39112.8906 | Layer 1 | Epoch 124  |
|          7560 |    38701.1328 | Layer 1 | Epoch 124  |
|          7590 |    39555.8086 | Layer 1 | Epoch 125  |
|          7620 |    39230.1797 | Layer 1 | Epoch 125  |
|          7650 |    39219.9062 | Layer 1 | Epoch 126  |
|          7680 |    39630.6328 | Layer 1 | Epoch 126  |
|          7710 |    40324.3906 | Layer 1 | Epoch 127  |
|          7740 |    39811.0898 | Layer 1 | Epoch 127  |
|          7770 |    39033.1133 | Layer 1 | Epoch 128  |
|          7800 |    39261.7734 | Layer 1 | Epoch 128  |
|          7830 |    39830.9297 | Layer 1 | Epoch 129  |
|          7860 |    38919.9531 | Layer 1 | Epoch 129  |
|          7890 |    38752.1016 | Layer 1 | Epoch 130  |
|          7920 |    39703.0000 | Layer 1 | Epoch 130  |
|          7950 |    39307.0664 | Layer 1 | Epoch 131  |
|          7980 |    38464.6875 | Layer 1 | Epoch 131  |
|          8010 |    38799.7578 | Layer 1 | Epoch 132  |
|          8040 |    38984.5781 | Layer 1 | Epoch 132  |
|          8070 |    39091.4883 | Layer 1 | Epoch 133  |
|          8100 |    41193.5664 | Layer 1 | Epoch 133  |
|          8130 |    37398.4141 | Layer 1 | Epoch 134  |
|          8160 |    37572.3516 | Layer 1 | Epoch 134  |
|          8190 |    38882.2656 | Layer 1 | Epoch 135  |
|          8220 |    38829.5781 | Layer 1 | Epoch 135  |
|          8250 |    40870.9453 | Layer 1 | Epoch 136  |
|          8280 |    40640.3672 | Layer 1 | Epoch 136  |
|          8310 |    38070.2891 | Layer 1 | Epoch 137  |
|          8340 |    39458.5742 | Layer 1 | Epoch 137  |
|          8370 |    39658.0625 | Layer 1 | Epoch 138  |
|          8400 |    40232.2773 | Layer 1 | Epoch 138  |
|          8430 |    39614.1289 | Layer 1 | Epoch 139  |
|          8460 |    39248.5234 | Layer 1 | Epoch 139  |
|          8490 |    36732.2812 | Layer 1 | Epoch 140  |
|          8520 |    39037.8672 | Layer 1 | Epoch 140  |
|          8550 |    40028.9023 | Layer 1 | Epoch 141  |
|          8580 |    38929.9023 | Layer 1 | Epoch 141  |
|          8610 |    39692.1250 | Layer 1 | Epoch 142  |
|          8640 |    39504.1484 | Layer 1 | Epoch 142  |
|          8670 |    38612.0078 | Layer 1 | Epoch 143  |
|          8700 |    39568.8008 | Layer 1 | Epoch 143  |
|          8730 |    40202.9727 | Layer 1 | Epoch 144  |
|          8760 |    39632.5312 | Layer 1 | Epoch 144  |
|          8790 |    39333.8516 | Layer 1 | Epoch 145  |
|          8820 |    38552.6484 | Layer 1 | Epoch 145  |
|          8850 |    39684.7656 | Layer 1 | Epoch 146  |
|          8880 |    39933.6094 | Layer 1 | Epoch 146  |
|          8910 |    38918.7891 | Layer 1 | Epoch 147  |
|          8940 |    37960.8398 | Layer 1 | Epoch 147  |
|          8970 |    39551.1641 | Layer 1 | Epoch 148  |
|          9000 |    39834.8047 | Layer 1 | Epoch 148  |
|          9030 |    39467.7812 | Layer 1 | Epoch 149  |
|          9060 |    38323.3438 | Layer 1 | Epoch 149  |
|          9090 |    40572.2031 | Layer 1 | Epoch 150  |
|          9120 |    38150.9141 | Layer 1 | Epoch 150  |
|          9150 |    37598.3516 | Layer 1 | Epoch 151  |
|          9180 |    38821.8516 | Layer 1 | Epoch 151  |
|          9210 |    38165.3555 | Layer 1 | Epoch 151  |
|          9240 |    38386.1719 | Layer 1 | Epoch 152  |
|          9270 |    39935.9609 | Layer 1 | Epoch 152  |
|          9300 |    40241.3125 | Layer 1 | Epoch 153  |
|          9330 |    39408.8008 | Layer 1 | Epoch 153  |
|          9360 |    39619.7578 | Layer 1 | Epoch 154  |
|          9390 |    36684.0703 | Layer 1 | Epoch 154  |
|          9420 |    38789.5312 | Layer 1 | Epoch 155  |
|          9450 |    39280.0469 | Layer 1 | Epoch 155  |
|          9480 |    39506.0312 | Layer 1 | Epoch 156  |
|          9510 |    38939.5156 | Layer 1 | Epoch 156  |
|          9540 |    39515.2109 | Layer 1 | Epoch 157  |
|          9570 |    39414.2109 | Layer 1 | Epoch 157  |
|          9600 |    38684.8359 | Layer 1 | Epoch 158  |
|          9630 |    38109.1406 | Layer 1 | Epoch 158  |
|          9660 |    39491.9844 | Layer 1 | Epoch 159  |
|          9690 |    36975.1133 | Layer 1 | Epoch 159  |
|          9720 |    40701.9023 | Layer 1 | Epoch 160  |
|          9750 |    37422.0430 | Layer 1 | Epoch 160  |
|          9780 |    39127.5703 | Layer 1 | Epoch 161  |
|          9810 |    38094.3203 | Layer 1 | Epoch 161  |
|          9840 |    37933.5703 | Layer 1 | Epoch 162  |
|          9870 |    37067.7969 | Layer 1 | Epoch 162  |
|          9900 |    38722.7891 | Layer 1 | Epoch 163  |
|          9930 |    37889.0430 | Layer 1 | Epoch 163  |
|          9960 |    37934.5859 | Layer 1 | Epoch 164  |
|          9990 |    38994.5625 | Layer 1 | Epoch 164  |
|         10020 |    40146.3281 | Layer 1 | Epoch 165  |
|         10050 |    39327.1172 | Layer 1 | Epoch 165  |
|         10080 |    38616.7617 | Layer 1 | Epoch 166  |
|         10110 |    40268.3789 | Layer 1 | Epoch 166  |
|         10140 |    38538.3867 | Layer 1 | Epoch 167  |
|         10170 |    39462.4297 | Layer 1 | Epoch 167  |
|         10200 |    37095.2969 | Layer 1 | Epoch 168  |
|         10230 |    40794.2773 | Layer 1 | Epoch 168  |
|         10260 |    39457.6055 | Layer 1 | Epoch 169  |
|         10290 |    38487.5938 | Layer 1 | Epoch 169  |
|         10320 |    40765.7188 | Layer 1 | Epoch 170  |
|         10350 |    37311.2109 | Layer 1 | Epoch 170  |
|         10380 |    39342.2031 | Layer 1 | Epoch 171  |
|         10410 |    38205.9453 | Layer 1 | Epoch 171  |
|         10440 |    39606.7773 | Layer 1 | Epoch 172  |
|         10470 |    40988.3203 | Layer 1 | Epoch 172  |
|         10500 |    38313.9922 | Layer 1 | Epoch 173  |
|         10530 |    38895.3125 | Layer 1 | Epoch 173  |
|         10560 |    37685.2891 | Layer 1 | Epoch 174  |
|         10590 |    39363.5859 | Layer 1 | Epoch 174  |
|         10620 |    37285.2070 | Layer 1 | Epoch 175  |
|         10650 |    39800.0781 | Layer 1 | Epoch 175  |
|         10680 |    37851.7344 | Layer 1 | Epoch 176  |
|         10710 |    39961.1797 | Layer 1 | Epoch 176  |
|         10740 |    41788.6484 | Layer 1 | Epoch 177  |
|         10770 |    39906.5000 | Layer 1 | Epoch 177  |
|         10800 |    39032.4844 | Layer 1 | Epoch 178  |
|         10830 |    39146.7930 | Layer 1 | Epoch 178  |
|         10860 |    38986.6953 | Layer 1 | Epoch 179  |
|         10890 |    38233.5391 | Layer 1 | Epoch 179  |
|         10920 |    38019.0312 | Layer 1 | Epoch 180  |
|         10950 |    39233.1016 | Layer 1 | Epoch 180  |
|         10980 |    39996.9141 | Layer 1 | Epoch 181  |
|         11010 |    40293.6133 | Layer 1 | Epoch 181  |
|         11040 |    40456.2578 | Layer 1 | Epoch 181  |
|         11070 |    37266.6836 | Layer 1 | Epoch 182  |
|         11100 |    39746.8047 | Layer 1 | Epoch 182  |
|         11130 |    35675.7812 | Layer 1 | Epoch 183  |
|         11160 |    38696.9023 | Layer 1 | Epoch 183  |
|         11190 |    37706.2891 | Layer 1 | Epoch 184  |
|         11220 |    38173.6836 | Layer 1 | Epoch 184  |
|         11250 |    38030.8750 | Layer 1 | Epoch 185  |
|         11280 |    38797.8320 | Layer 1 | Epoch 185  |
|         11310 |    37954.2578 | Layer 1 | Epoch 186  |
|         11340 |    38857.1719 | Layer 1 | Epoch 186  |
|         11370 |    38765.2344 | Layer 1 | Epoch 187  |
|         11400 |    38206.0625 | Layer 1 | Epoch 187  |
|         11430 |    38240.5859 | Layer 1 | Epoch 188  |
|         11460 |    38008.9023 | Layer 1 | Epoch 188  |
|         11490 |    39900.4258 | Layer 1 | Epoch 189  |
|         11520 |    37978.0469 | Layer 1 | Epoch 189  |
|         11550 |    39423.5859 | Layer 1 | Epoch 190  |
|         11580 |    38578.5078 | Layer 1 | Epoch 190  |
|         11610 |    38018.2031 | Layer 1 | Epoch 191  |
|         11640 |    40494.9062 | Layer 1 | Epoch 191  |
|         11670 |    39179.6328 | Layer 1 | Epoch 192  |
|         11700 |    40348.8672 | Layer 1 | Epoch 192  |
|         11730 |    38932.1406 | Layer 1 | Epoch 193  |
|         11760 |    38733.6406 | Layer 1 | Epoch 193  |
|         11790 |    38505.8477 | Layer 1 | Epoch 194  |
|         11820 |    38573.3438 | Layer 1 | Epoch 194  |
|         11850 |    40624.5156 | Layer 1 | Epoch 195  |
|         11880 |    36419.7305 | Layer 1 | Epoch 195  |
|         11910 |    40355.9141 | Layer 1 | Epoch 196  |
|         11940 |    40851.6641 | Layer 1 | Epoch 196  |
|         11970 |    40711.6055 | Layer 1 | Epoch 197  |
|         12000 |    37350.5781 | Layer 1 | Epoch 197  |
|         12030 |    39275.1094 | Layer 1 | Epoch 198  |
|         12060 |    37075.0469 | Layer 1 | Epoch 198  |
|         12090 |    39995.7031 | Layer 1 | Epoch 199  |
|         12120 |    37058.2656 | Layer 1 | Epoch 199  |
|         12150 |    38939.4102 | Layer 1 | Epoch 200  |
|         12180 |    38796.7539 | Layer 1 | Epoch 200  |
|         12210 |    39093.1289 | Layer 1 | Epoch 201  |
|         12240 |    37820.9688 | Layer 1 | Epoch 201  |
|         12270 |    39493.8867 | Layer 1 | Epoch 202  |
|         12300 |    39389.5156 | Layer 1 | Epoch 202  |
|         12330 |    40040.7344 | Layer 1 | Epoch 203  |
|         12360 |    37741.8633 | Layer 1 | Epoch 203  |
|         12390 |    38409.7461 | Layer 1 | Epoch 204  |
|         12420 |    39072.0625 | Layer 1 | Epoch 204  |
|         12450 |    38208.6719 | Layer 1 | Epoch 205  |
|         12480 |    38911.6953 | Layer 1 | Epoch 205  |
|         12510 |    38363.1328 | Layer 1 | Epoch 206  |
|         12540 |    38803.2578 | Layer 1 | Epoch 206  |
|         12570 |    38410.6719 | Layer 1 | Epoch 207  |
|         12600 |    38532.9844 | Layer 1 | Epoch 207  |
|         12630 |    38271.1953 | Layer 1 | Epoch 208  |
