| Training Step | Cross Entropy |  Layer  |   Epoch  |
|---------------|---------------|---------|----------|
|          1290 |    40880.0469 | Layer 1 | Epoch 22  |
|          1320 |    42505.3164 | Layer 1 | Epoch 22  |
|          1350 |    41119.0156 | Layer 1 | Epoch 23  |
|          1380 |    41309.5703 | Layer 1 | Epoch 23  |
|          1410 |    42348.1094 | Layer 1 | Epoch 24  |
|          1440 |    41852.8281 | Layer 1 | Epoch 24  |
|          1470 |    41400.1641 | Layer 1 | Epoch 25  |
|          1500 |    42744.4961 | Layer 1 | Epoch 25  |
|          1530 |    42062.0547 | Layer 1 | Epoch 26  |
|          1560 |    40820.8789 | Layer 1 | Epoch 26  |
|          1590 |    41877.1797 | Layer 1 | Epoch 27  |
|          1620 |    40248.4219 | Layer 1 | Epoch 27  |
|          1650 |    41108.9961 | Layer 1 | Epoch 28  |
|          1680 |    40210.8047 | Layer 1 | Epoch 28  |
|          1710 |    41815.0312 | Layer 1 | Epoch 29  |
|          1740 |    41014.3477 | Layer 1 | Epoch 29  |
|          1770 |    40997.9336 | Layer 1 | Epoch 30  |
|          1800 |    39893.4766 | Layer 1 | Epoch 30  |
|          1830 |    40424.2266 | Layer 1 | Epoch 31  |
|          1860 |    39176.4531 | Layer 1 | Epoch 31  |
|          1890 |    40458.4375 | Layer 1 | Epoch 31  |
|          1920 |    39247.2344 | Layer 1 | Epoch 32  |
|          1950 |    40726.8008 | Layer 1 | Epoch 32  |
|          1980 |    41514.2109 | Layer 1 | Epoch 33  |
|          2010 |    41477.6328 | Layer 1 | Epoch 33  |
|          2040 |    41777.3047 | Layer 1 | Epoch 34  |
|          2070 |    41461.2422 | Layer 1 | Epoch 34  |
|          2100 |    40175.0000 | Layer 1 | Epoch 35  |
|          2130 |    41861.5703 | Layer 1 | Epoch 35  |
|          2160 |    41750.0430 | Layer 1 | Epoch 36  |
|          2190 |    41159.4375 | Layer 1 | Epoch 36  |
|          2220 |    41221.6719 | Layer 1 | Epoch 37  |
|          2250 |    40216.9531 | Layer 1 | Epoch 37  |
|          2280 |    41901.0586 | Layer 1 | Epoch 38  |
|          2310 |    39159.0078 | Layer 1 | Epoch 38  |
|          2340 |    41121.5820 | Layer 1 | Epoch 39  |
|          2370 |    41532.1992 | Layer 1 | Epoch 39  |
|          2400 |    39911.6328 | Layer 1 | Epoch 40  |
|          2430 |    40318.9414 | Layer 1 | Epoch 40  |
|          2460 |    39955.6133 | Layer 1 | Epoch 41  |
|          2490 |    40655.3281 | Layer 1 | Epoch 41  |
|          2520 |    38492.5859 | Layer 1 | Epoch 42  |
|          2550 |    40415.9883 | Layer 1 | Epoch 42  |
|          2580 |    41162.5898 | Layer 1 | Epoch 43  |
|          2610 |    39042.0820 | Layer 1 | Epoch 43  |
|          2640 |    39424.1719 | Layer 1 | Epoch 44  |
|          2670 |    41858.7891 | Layer 1 | Epoch 44  |
|          2700 |    39401.6992 | Layer 1 | Epoch 45  |
|          2730 |    38762.2812 | Layer 1 | Epoch 45  |
|          2760 |    39925.4766 | Layer 1 | Epoch 46  |
|          2790 |    39794.0391 | Layer 1 | Epoch 46  |
|          2820 |    41263.7344 | Layer 1 | Epoch 47  |
|          2850 |    40429.6445 | Layer 1 | Epoch 47  |
|          2880 |    39100.0938 | Layer 1 | Epoch 48  |
|          2910 |    40230.3906 | Layer 1 | Epoch 48  |
|          2940 |    39663.4062 | Layer 1 | Epoch 49  |
|          2970 |    39707.6875 | Layer 1 | Epoch 49  |
|          3000 |    38397.4219 | Layer 1 | Epoch 50  |
|          3030 |    40018.7227 | Layer 1 | Epoch 50  |
|          3060 |    39888.4414 | Layer 1 | Epoch 51  |
|          3090 |    40887.7734 | Layer 1 | Epoch 51  |
|          3120 |    39366.0234 | Layer 1 | Epoch 52  |
|          3150 |    39335.9688 | Layer 1 | Epoch 52  |
|          3180 |    38541.8203 | Layer 1 | Epoch 53  |
|          3210 |    39434.3203 | Layer 1 | Epoch 53  |
|          3240 |    39628.5586 | Layer 1 | Epoch 54  |
|          3270 |    39475.6992 | Layer 1 | Epoch 54  |
|          3300 |    39521.9609 | Layer 1 | Epoch 55  |
|          3330 |    39512.4766 | Layer 1 | Epoch 55  |
|          3360 |    39881.4297 | Layer 1 | Epoch 56  |
|          3390 |    40181.8008 | Layer 1 | Epoch 56  |
|          3420 |    40608.7500 | Layer 1 | Epoch 57  |
|          3450 |    41829.1250 | Layer 1 | Epoch 57  |
|          3480 |    38467.2266 | Layer 1 | Epoch 58  |
|          3510 |    41267.4258 | Layer 1 | Epoch 58  |
|          3540 |    39309.8047 | Layer 1 | Epoch 59  |
|          3570 |    40623.7578 | Layer 1 | Epoch 59  |
|          3600 |    39138.2305 | Layer 1 | Epoch 60  |
|          3630 |    39603.7656 | Layer 1 | Epoch 60  |
|          3660 |    38740.8594 | Layer 1 | Epoch 61  |
|          3690 |    38377.9023 | Layer 1 | Epoch 61  |
|          3720 |    39183.2969 | Layer 1 | Epoch 61  |
|          3750 |    39058.7578 | Layer 1 | Epoch 62  |
|          3780 |    40570.4766 | Layer 1 | Epoch 62  |
|          3810 |    39718.3047 | Layer 1 | Epoch 63  |
|          3840 |    40329.8125 | Layer 1 | Epoch 63  |
|          3870 |    40346.6094 | Layer 1 | Epoch 64  |
|          3900 |    40517.3516 | Layer 1 | Epoch 64  |
|          3930 |    40186.6094 | Layer 1 | Epoch 65  |
|          3960 |    38993.8828 | Layer 1 | Epoch 65  |
|          3990 |    38521.8125 | Layer 1 | Epoch 66  |
|          4020 |    37829.4453 | Layer 1 | Epoch 66  |
|          4050 |    39531.6016 | Layer 1 | Epoch 67  |
|          4080 |    40344.2891 | Layer 1 | Epoch 67  |
|          4110 |    38826.8984 | Layer 1 | Epoch 68  |
|          4140 |    41554.7578 | Layer 1 | Epoch 68  |
|          4170 |    38404.0859 | Layer 1 | Epoch 69  |
|          4200 |    39165.1953 | Layer 1 | Epoch 69  |
|          4230 |    39664.4609 | Layer 1 | Epoch 70  |
|          4260 |    38349.9609 | Layer 1 | Epoch 70  |
|          4290 |    39920.1016 | Layer 1 | Epoch 71  |
|          4320 |    38698.8750 | Layer 1 | Epoch 71  |
|          4350 |    40161.7812 | Layer 1 | Epoch 72  |
|          4380 |    39750.5078 | Layer 1 | Epoch 72  |
|          4410 |    37602.8438 | Layer 1 | Epoch 73  |
|          4440 |    39257.0898 | Layer 1 | Epoch 73  |
|          4470 |    39586.3516 | Layer 1 | Epoch 74  |
|          4500 |    39926.4883 | Layer 1 | Epoch 74  |
|          4530 |    40133.0625 | Layer 1 | Epoch 75  |
|          4560 |    39021.7852 | Layer 1 | Epoch 75  |
|          4590 |    38967.5156 | Layer 1 | Epoch 76  |
|          4620 |    39668.1211 | Layer 1 | Epoch 76  |
|          4650 |    37927.7578 | Layer 1 | Epoch 77  |
|          4680 |    40397.4688 | Layer 1 | Epoch 77  |
|          4710 |    40523.7461 | Layer 1 | Epoch 78  |
|          4740 |    39250.8047 | Layer 1 | Epoch 78  |
|          4770 |    38858.6602 | Layer 1 | Epoch 79  |
|          4800 |    39572.2969 | Layer 1 | Epoch 79  |
|          4830 |    40180.6953 | Layer 1 | Epoch 80  |
|          4860 |    38943.4570 | Layer 1 | Epoch 80  |
|          4890 |    39467.1953 | Layer 1 | Epoch 81  |
|          4920 |    37820.6562 | Layer 1 | Epoch 81  |
|          4950 |    38696.3359 | Layer 1 | Epoch 82  |
|          4980 |    39192.0859 | Layer 1 | Epoch 82  |
|          5010 |    38199.3906 | Layer 1 | Epoch 83  |
|          5040 |    38630.5469 | Layer 1 | Epoch 83  |
|          5070 |    37641.1406 | Layer 1 | Epoch 84  |
|          5100 |    39702.4453 | Layer 1 | Epoch 84  |
|          5130 |    40879.6406 | Layer 1 | Epoch 85  |
|          5160 |    37081.4141 | Layer 1 | Epoch 85  |
|          5190 |    38001.6562 | Layer 1 | Epoch 86  |
|          5220 |    38594.8516 | Layer 1 | Epoch 86  |
|          5250 |    36263.9023 | Layer 1 | Epoch 87  |
|          5280 |    41207.5547 | Layer 1 | Epoch 87  |
|          5310 |    39598.3398 | Layer 1 | Epoch 88  |
|          5340 |    38039.3164 | Layer 1 | Epoch 88  |
|          5370 |    39932.3789 | Layer 1 | Epoch 89  |
|          5400 |    38887.8203 | Layer 1 | Epoch 89  |
|          5430 |    38590.6992 | Layer 1 | Epoch 90  |
|          5460 |    36432.8359 | Layer 1 | Epoch 90  |
|          5490 |    37264.5000 | Layer 1 | Epoch 91  |
|          5520 |    38375.5000 | Layer 1 | Epoch 91  |
|          5550 |    39370.1016 | Layer 1 | Epoch 91  |
|          5580 |    36904.0430 | Layer 1 | Epoch 92  |
|          5610 |    39013.0742 | Layer 1 | Epoch 92  |
|          5640 |    39013.2109 | Layer 1 | Epoch 93  |
|          5670 |    37142.7656 | Layer 1 | Epoch 93  |
|          5700 |    40093.7500 | Layer 1 | Epoch 94  |
|          5730 |    38116.9609 | Layer 1 | Epoch 94  |
|          5760 |    38867.2891 | Layer 1 | Epoch 95  |
|          5790 |    40885.5664 | Layer 1 | Epoch 95  |
|          5820 |    39648.3047 | Layer 1 | Epoch 96  |
|          5850 |    39145.4219 | Layer 1 | Epoch 96  |
|          5880 |    38127.9062 | Layer 1 | Epoch 97  |
|          5910 |    39965.6055 | Layer 1 | Epoch 97  |
|          5940 |    39783.4141 | Layer 1 | Epoch 98  |
|          5970 |    38116.2188 | Layer 1 | Epoch 98  |
|          6000 |    38639.2773 | Layer 1 | Epoch 99  |
|          6030 |    38440.8438 | Layer 1 | Epoch 99  |
|          6060 |    39286.6055 | Layer 1 | Epoch 100  |
|          6090 |    37653.4688 | Layer 1 | Epoch 100  |
|          6120 |    38291.1016 | Layer 1 | Epoch 101  |
|          6150 |    37284.4609 | Layer 1 | Epoch 101  |
|          6180 |    39395.9375 | Layer 1 | Epoch 102  |
|          6210 |    37035.8320 | Layer 1 | Epoch 102  |
|          6240 |    38915.0391 | Layer 1 | Epoch 103  |
|          6270 |    36843.4375 | Layer 1 | Epoch 103  |
|          6300 |    38695.9766 | Layer 1 | Epoch 104  |
|          6330 |    38762.8477 | Layer 1 | Epoch 104  |
|          6360 |    38356.1211 | Layer 1 | Epoch 105  |
|          6390 |    38834.8750 | Layer 1 | Epoch 105  |
|          6420 |    40226.7422 | Layer 1 | Epoch 106  |
|          6450 |    38426.2109 | Layer 1 | Epoch 106  |
|          6480 |    38524.5898 | Layer 1 | Epoch 107  |
|          6510 |    39311.6953 | Layer 1 | Epoch 107  |
|          6540 |    37421.2812 | Layer 1 | Epoch 108  |
|          6570 |    37482.8711 | Layer 1 | Epoch 108  |
|          6600 |    38370.6094 | Layer 1 | Epoch 109  |
|          6630 |    37683.8359 | Layer 1 | Epoch 109  |
|          6660 |    39345.1875 | Layer 1 | Epoch 110  |
|          6690 |    38200.0508 | Layer 1 | Epoch 110  |
|          6720 |    38911.9922 | Layer 1 | Epoch 111  |
|          6750 |    40299.4844 | Layer 1 | Epoch 111  |
|          6780 |    37073.0352 | Layer 1 | Epoch 112  |
|          6810 |    38329.7500 | Layer 1 | Epoch 112  |
|          6840 |    39198.3594 | Layer 1 | Epoch 113  |
|          6870 |    36996.8906 | Layer 1 | Epoch 113  |
|          6900 |    39442.5938 | Layer 1 | Epoch 114  |
|          6930 |    37154.7812 | Layer 1 | Epoch 114  |
|          6960 |    39164.9531 | Layer 1 | Epoch 115  |
|          6990 |    39027.1406 | Layer 1 | Epoch 115  |
|          7020 |    38251.2344 | Layer 1 | Epoch 116  |
|          7050 |    39634.4766 | Layer 1 | Epoch 116  |
|          7080 |    37866.5859 | Layer 1 | Epoch 117  |
|          7110 |    38703.5625 | Layer 1 | Epoch 117  |
|          7140 |    38200.9844 | Layer 1 | Epoch 118  |
|          7170 |    39790.4062 | Layer 1 | Epoch 118  |
|          7200 |    37947.9062 | Layer 1 | Epoch 119  |
|          7230 |    38370.1875 | Layer 1 | Epoch 119  |
|          7260 |    37591.5781 | Layer 1 | Epoch 120  |
|          7290 |    39432.1172 | Layer 1 | Epoch 120  |
|          7320 |    38056.0547 | Layer 1 | Epoch 121  |
|          7350 |    38154.0234 | Layer 1 | Epoch 121  |
|          7380 |    39059.2539 | Layer 1 | Epoch 121  |
|          7410 |    37704.6016 | Layer 1 | Epoch 122  |
|          7440 |    40981.3516 | Layer 1 | Epoch 122  |
|          7470 |    38888.3438 | Layer 1 | Epoch 123  |
|          7500 |    38206.3203 | Layer 1 | Epoch 123  |
|          7530 |    39570.2656 | Layer 1 | Epoch 124  |
|          7560 |    36482.6680 | Layer 1 | Epoch 124  |
|          7590 |    38776.1016 | Layer 1 | Epoch 125  |
|          7620 |    38558.1016 | Layer 1 | Epoch 125  |
|          7650 |    38643.5117 | Layer 1 | Epoch 126  |
|          7680 |    36540.7344 | Layer 1 | Epoch 126  |
|          7710 |    35777.8906 | Layer 1 | Epoch 127  |
|          7740 |    35354.9062 | Layer 1 | Epoch 127  |
|          7770 |    39963.8984 | Layer 1 | Epoch 128  |
|          7800 |    40102.0703 | Layer 1 | Epoch 128  |
|          7830 |    38291.1836 | Layer 1 | Epoch 129  |
|          7860 |    37771.3125 | Layer 1 | Epoch 129  |
|          7890 |    38320.2773 | Layer 1 | Epoch 130  |
|          7920 |    40111.4805 | Layer 1 | Epoch 130  |
|          7950 |    37803.4219 | Layer 1 | Epoch 131  |
|          7980 |    37879.7500 | Layer 1 | Epoch 131  |
|          8010 |    36712.6602 | Layer 1 | Epoch 132  |
|          8040 |    37958.7656 | Layer 1 | Epoch 132  |
|          8070 |    37268.5039 | Layer 1 | Epoch 133  |
|          8100 |    39075.2812 | Layer 1 | Epoch 133  |
|          8130 |    38541.0039 | Layer 1 | Epoch 134  |
|          8160 |    38803.8906 | Layer 1 | Epoch 134  |
|          8190 |    39005.5781 | Layer 1 | Epoch 135  |
|          8220 |    38429.8984 | Layer 1 | Epoch 135  |
|          8250 |    38657.3906 | Layer 1 | Epoch 136  |
|          8280 |    38546.0859 | Layer 1 | Epoch 136  |
|          8310 |    39124.6914 | Layer 1 | Epoch 137  |
|          8340 |    37357.9297 | Layer 1 | Epoch 137  |
|          8370 |    38188.0391 | Layer 1 | Epoch 138  |
|          8400 |    36767.4375 | Layer 1 | Epoch 138  |
|          8430 |    36483.7109 | Layer 1 | Epoch 139  |
|          8460 |    39449.8984 | Layer 1 | Epoch 139  |
|          8490 |    38942.3125 | Layer 1 | Epoch 140  |
|          8520 |    39542.5312 | Layer 1 | Epoch 140  |
|          8550 |    39195.2578 | Layer 1 | Epoch 141  |
|          8580 |    38003.0391 | Layer 1 | Epoch 141  |
|          8610 |    37516.9922 | Layer 1 | Epoch 142  |
|          8640 |    39631.5078 | Layer 1 | Epoch 142  |
|          8670 |    38560.0859 | Layer 1 | Epoch 143  |
|          8700 |    37644.2891 | Layer 1 | Epoch 143  |
|          8730 |    38799.6953 | Layer 1 | Epoch 144  |
|          8760 |    37059.8594 | Layer 1 | Epoch 144  |
|          8790 |    40125.0000 | Layer 1 | Epoch 145  |
|          8820 |    37123.7891 | Layer 1 | Epoch 145  |
|          8850 |    38725.5430 | Layer 1 | Epoch 146  |
|          8880 |    37421.9766 | Layer 1 | Epoch 146  |
|          8910 |    40271.8906 | Layer 1 | Epoch 147  |
|          8940 |    38975.8203 | Layer 1 | Epoch 147  |
|          8970 |    38695.2148 | Layer 1 | Epoch 148  |
|          9000 |    37407.3047 | Layer 1 | Epoch 148  |
|          9030 |    38867.5391 | Layer 1 | Epoch 149  |
|          9060 |    37705.9492 | Layer 1 | Epoch 149  |
|          9090 |    35856.3047 | Layer 1 | Epoch 150  |
|          9120 |    37778.0312 | Layer 1 | Epoch 150  |
|          9150 |    38826.1094 | Layer 1 | Epoch 151  |
|          9180 |    37760.8047 | Layer 1 | Epoch 151  |
|          9210 |    38177.1484 | Layer 1 | Epoch 151  |
|          9240 |    39249.2070 | Layer 1 | Epoch 152  |
|          9270 |    37446.0820 | Layer 1 | Epoch 152  |
|          9300 |    36508.9531 | Layer 1 | Epoch 153  |
|          9330 |    37550.3828 | Layer 1 | Epoch 153  |
|          9360 |    38573.6562 | Layer 1 | Epoch 154  |
|          9390 |    37860.4961 | Layer 1 | Epoch 154  |
|          9420 |    38234.4219 | Layer 1 | Epoch 155  |
|          9450 |    37834.2422 | Layer 1 | Epoch 155  |
|          9480 |    38032.0547 | Layer 1 | Epoch 156  |
|          9510 |    37039.7422 | Layer 1 | Epoch 156  |
|          9540 |    38984.8750 | Layer 1 | Epoch 157  |
|          9570 |    37441.5547 | Layer 1 | Epoch 157  |
|          9600 |    37362.3281 | Layer 1 | Epoch 158  |
|          9630 |    38376.8281 | Layer 1 | Epoch 158  |
|          9660 |    35590.1172 | Layer 1 | Epoch 159  |
|          9690 |    37259.2656 | Layer 1 | Epoch 159  |
|          9720 |    40198.8789 | Layer 1 | Epoch 160  |
|          9750 |    39626.1406 | Layer 1 | Epoch 160  |
|          9780 |    37755.0938 | Layer 1 | Epoch 161  |
|          9810 |    36987.9375 | Layer 1 | Epoch 161  |
|          9840 |    37670.0742 | Layer 1 | Epoch 162  |
|          9870 |    36704.3203 | Layer 1 | Epoch 162  |
|          9900 |    36151.1016 | Layer 1 | Epoch 163  |
|          9930 |    39648.1406 | Layer 1 | Epoch 163  |
|          9960 |    37880.1641 | Layer 1 | Epoch 164  |
|          9990 |    38598.7578 | Layer 1 | Epoch 164  |
|         10020 |    37248.0156 | Layer 1 | Epoch 165  |
|         10050 |    37255.0625 | Layer 1 | Epoch 165  |
|         10080 |    37217.9141 | Layer 1 | Epoch 166  |
|         10110 |    36645.7109 | Layer 1 | Epoch 166  |
|         10140 |    38318.4297 | Layer 1 | Epoch 167  |
|         10170 |    38004.5898 | Layer 1 | Epoch 167  |
|         10200 |    38228.2500 | Layer 1 | Epoch 168  |
|         10230 |    39263.3867 | Layer 1 | Epoch 168  |
|         10260 |    36239.2500 | Layer 1 | Epoch 169  |
|         10290 |    38451.9492 | Layer 1 | Epoch 169  |
|         10320 |    39586.4922 | Layer 1 | Epoch 170  |
|         10350 |    36836.4609 | Layer 1 | Epoch 170  |
|         10380 |    36349.3984 | Layer 1 | Epoch 171  |
|         10410 |    37120.7656 | Layer 1 | Epoch 171  |
|         10440 |    36444.3672 | Layer 1 | Epoch 172  |
|         10470 |    38858.7305 | Layer 1 | Epoch 172  |
|         10500 |    39933.0859 | Layer 1 | Epoch 173  |
|         10530 |    38609.4688 | Layer 1 | Epoch 173  |
|         10560 |    35276.9180 | Layer 1 | Epoch 174  |
|         10590 |    36822.8203 | Layer 1 | Epoch 174  |
|         10620 |    37452.0703 | Layer 1 | Epoch 175  |
|         10650 |    37529.1875 | Layer 1 | Epoch 175  |
|         10680 |    40646.2422 | Layer 1 | Epoch 176  |
|         10710 |    36978.7188 | Layer 1 | Epoch 176  |
|         10740 |    39127.3828 | Layer 1 | Epoch 177  |
|         10770 |    38880.4570 | Layer 1 | Epoch 177  |
|         10800 |    38028.5391 | Layer 1 | Epoch 178  |
|         10830 |    37806.0508 | Layer 1 | Epoch 178  |
|         10860 |    38942.0859 | Layer 1 | Epoch 179  |
|         10890 |    36585.7734 | Layer 1 | Epoch 179  |
|         10920 |    39195.1875 | Layer 1 | Epoch 180  |
|         10950 |    37917.1445 | Layer 1 | Epoch 180  |
|         10980 |    37256.6328 | Layer 1 | Epoch 181  |
|         11010 |    38192.7578 | Layer 1 | Epoch 181  |
|         11040 |    37714.9648 | Layer 1 | Epoch 181  |
|         11070 |    38889.4570 | Layer 1 | Epoch 182  |
|         11100 |    36583.8359 | Layer 1 | Epoch 182  |
|         11130 |    36914.7891 | Layer 1 | Epoch 183  |
|         11160 |    36090.2422 | Layer 1 | Epoch 183  |
|         11190 |    36376.9844 | Layer 1 | Epoch 184  |
|         11220 |    37330.4336 | Layer 1 | Epoch 184  |
|         11250 |    37301.0781 | Layer 1 | Epoch 185  |
|         11280 |    37179.7891 | Layer 1 | Epoch 185  |
|         11310 |    36850.5859 | Layer 1 | Epoch 186  |
|         11340 |    37872.7930 | Layer 1 | Epoch 186  |
|         11370 |    36786.8594 | Layer 1 | Epoch 187  |
|         11400 |    36554.1641 | Layer 1 | Epoch 187  |
|         11430 |    36637.2773 | Layer 1 | Epoch 188  |
|         11460 |    36565.6719 | Layer 1 | Epoch 188  |
|         11490 |    36068.2422 | Layer 1 | Epoch 189  |
|         11520 |    37147.3398 | Layer 1 | Epoch 189  |
|         11550 |    39727.3203 | Layer 1 | Epoch 190  |
|         11580 |    35999.2188 | Layer 1 | Epoch 190  |
|         11610 |    36718.0430 | Layer 1 | Epoch 191  |
|         11640 |    39003.9844 | Layer 1 | Epoch 191  |
|         11670 |    36352.4102 | Layer 1 | Epoch 192  |
|         11700 |    38908.0859 | Layer 1 | Epoch 192  |
|         11730 |    37280.8594 | Layer 1 | Epoch 193  |
|         11760 |    38654.4453 | Layer 1 | Epoch 193  |
|         11790 |    37675.8086 | Layer 1 | Epoch 194  |
|         11820 |    38813.9609 | Layer 1 | Epoch 194  |
|         11850 |    38084.2422 | Layer 1 | Epoch 195  |
|         11880 |    36718.2891 | Layer 1 | Epoch 195  |
|         11910 |    38224.9844 | Layer 1 | Epoch 196  |
|         11940 |    37933.0352 | Layer 1 | Epoch 196  |
|         11970 |    37586.8516 | Layer 1 | Epoch 197  |
|         12000 |    37088.5117 | Layer 1 | Epoch 197  |
|         12030 |    37844.9570 | Layer 1 | Epoch 198  |
|         12060 |    38804.7773 | Layer 1 | Epoch 198  |
|         12090 |    38722.6211 | Layer 1 | Epoch 199  |
|         12120 |    38819.8398 | Layer 1 | Epoch 199  |
|         12150 |    36395.3125 | Layer 1 | Epoch 200  |
|         12180 |    39398.4883 | Layer 1 | Epoch 200  |
|         12210 |    38113.7383 | Layer 1 | Epoch 201  |
|         12240 |    36265.0898 | Layer 1 | Epoch 201  |
|         12270 |    36284.6523 | Layer 1 | Epoch 202  |
|         12300 |    36904.7734 | Layer 1 | Epoch 202  |
|         12330 |    37073.5898 | Layer 1 | Epoch 203  |
|         12360 |    38093.2266 | Layer 1 | Epoch 203  |
|         12390 |    39203.1016 | Layer 1 | Epoch 204  |
|         12420 |    39181.1602 | Layer 1 | Epoch 204  |
|         12450 |    37577.9609 | Layer 1 | Epoch 205  |
|         12480 |    35562.2188 | Layer 1 | Epoch 205  |
|         12510 |    37735.5547 | Layer 1 | Epoch 206  |
|         12540 |    37629.0938 | Layer 1 | Epoch 206  |
|         12570 |    38594.8125 | Layer 1 | Epoch 207  |
|         12600 |    36667.2930 | Layer 1 | Epoch 207  |
|         12630 |    36463.9531 | Layer 1 | Epoch 208  |
