| Training Step | Cross Entropy |  Layer  |   Epoch  |
|---------------|---------------|---------|----------|
|          1290 |    40712.0938 | Layer 1 | Epoch 22  |
|          1320 |    42276.3203 | Layer 1 | Epoch 22  |
|          1350 |    42952.9141 | Layer 1 | Epoch 23  |
|          1380 |    41466.1406 | Layer 1 | Epoch 23  |
|          1410 |    40404.1250 | Layer 1 | Epoch 24  |
|          1440 |    41431.2383 | Layer 1 | Epoch 24  |
|          1470 |    42623.8594 | Layer 1 | Epoch 25  |
|          1500 |    41282.1016 | Layer 1 | Epoch 25  |
|          1530 |    41673.9258 | Layer 1 | Epoch 26  |
|          1560 |    41241.0938 | Layer 1 | Epoch 26  |
|          1590 |    41451.8984 | Layer 1 | Epoch 27  |
|          1620 |    41895.3359 | Layer 1 | Epoch 27  |
|          1650 |    41607.6250 | Layer 1 | Epoch 28  |
|          1680 |    40467.9219 | Layer 1 | Epoch 28  |
|          1710 |    41058.0234 | Layer 1 | Epoch 29  |
|          1740 |    41523.5195 | Layer 1 | Epoch 29  |
|          1770 |    41046.4492 | Layer 1 | Epoch 30  |
|          1800 |    42554.1875 | Layer 1 | Epoch 30  |
|          1830 |    42449.3633 | Layer 1 | Epoch 31  |
|          1860 |    41444.2812 | Layer 1 | Epoch 31  |
|          1890 |    42123.4844 | Layer 1 | Epoch 31  |
|          1920 |    38772.3750 | Layer 1 | Epoch 32  |
|          1950 |    40048.3945 | Layer 1 | Epoch 32  |
|          1980 |    40646.4102 | Layer 1 | Epoch 33  |
|          2010 |    41730.8711 | Layer 1 | Epoch 33  |
|          2040 |    41317.9375 | Layer 1 | Epoch 34  |
|          2070 |    41144.1172 | Layer 1 | Epoch 34  |
|          2100 |    42404.0156 | Layer 1 | Epoch 35  |
|          2130 |    40825.6914 | Layer 1 | Epoch 35  |
|          2160 |    40661.0547 | Layer 1 | Epoch 36  |
|          2190 |    39637.2109 | Layer 1 | Epoch 36  |
|          2220 |    40728.4258 | Layer 1 | Epoch 37  |
|          2250 |    40386.9297 | Layer 1 | Epoch 37  |
|          2280 |    40891.6484 | Layer 1 | Epoch 38  |
|          2310 |    40449.2812 | Layer 1 | Epoch 38  |
|          2340 |    41655.0391 | Layer 1 | Epoch 39  |
|          2370 |    39324.4453 | Layer 1 | Epoch 39  |
|          2400 |    40393.3125 | Layer 1 | Epoch 40  |
|          2430 |    40861.9648 | Layer 1 | Epoch 40  |
|          2460 |    40361.4922 | Layer 1 | Epoch 41  |
|          2490 |    40998.4570 | Layer 1 | Epoch 41  |
|          2520 |    40078.6484 | Layer 1 | Epoch 42  |
|          2550 |    41338.6641 | Layer 1 | Epoch 42  |
|          2580 |    41648.4297 | Layer 1 | Epoch 43  |
|          2610 |    39790.4531 | Layer 1 | Epoch 43  |
|          2640 |    41153.3633 | Layer 1 | Epoch 44  |
|          2670 |    39495.2617 | Layer 1 | Epoch 44  |
|          2700 |    40956.5664 | Layer 1 | Epoch 45  |
|          2730 |    40208.9609 | Layer 1 | Epoch 45  |
|          2760 |    41612.1953 | Layer 1 | Epoch 46  |
|          2790 |    41933.7656 | Layer 1 | Epoch 46  |
|          2820 |    40357.4336 | Layer 1 | Epoch 47  |
|          2850 |    39540.3867 | Layer 1 | Epoch 47  |
|          2880 |    40757.6016 | Layer 1 | Epoch 48  |
|          2910 |    39697.9844 | Layer 1 | Epoch 48  |
|          2940 |    40253.9570 | Layer 1 | Epoch 49  |
|          2970 |    40709.7109 | Layer 1 | Epoch 49  |
|          3000 |    41313.9688 | Layer 1 | Epoch 50  |
|          3030 |    40689.2422 | Layer 1 | Epoch 50  |
|          3060 |    39304.7383 | Layer 1 | Epoch 51  |
|          3090 |    40833.5195 | Layer 1 | Epoch 51  |
|          3120 |    40056.9297 | Layer 1 | Epoch 52  |
|          3150 |    40313.0469 | Layer 1 | Epoch 52  |
|          3180 |    39883.7656 | Layer 1 | Epoch 53  |
|          3210 |    39715.6406 | Layer 1 | Epoch 53  |
|          3240 |    40898.2266 | Layer 1 | Epoch 54  |
|          3270 |    38631.7734 | Layer 1 | Epoch 54  |
|          3300 |    40127.8438 | Layer 1 | Epoch 55  |
|          3330 |    40026.8359 | Layer 1 | Epoch 55  |
|          3360 |    40555.5430 | Layer 1 | Epoch 56  |
|          3390 |    39226.3438 | Layer 1 | Epoch 56  |
|          3420 |    40580.4141 | Layer 1 | Epoch 57  |
|          3450 |    39373.0469 | Layer 1 | Epoch 57  |
|          3480 |    39592.8906 | Layer 1 | Epoch 58  |
|          3510 |    41243.3047 | Layer 1 | Epoch 58  |
|          3540 |    40831.0625 | Layer 1 | Epoch 59  |
|          3570 |    39074.0664 | Layer 1 | Epoch 59  |
|          3600 |    39821.1875 | Layer 1 | Epoch 60  |
|          3630 |    39883.3438 | Layer 1 | Epoch 60  |
|          3660 |    38794.9844 | Layer 1 | Epoch 61  |
|          3690 |    38605.2500 | Layer 1 | Epoch 61  |
|          3720 |    40285.5078 | Layer 1 | Epoch 61  |
|          3750 |    38799.5703 | Layer 1 | Epoch 62  |
|          3780 |    41538.8359 | Layer 1 | Epoch 62  |
|          3810 |    40158.1641 | Layer 1 | Epoch 63  |
|          3840 |    39777.3359 | Layer 1 | Epoch 63  |
|          3870 |    40351.7031 | Layer 1 | Epoch 64  |
|          3900 |    37119.3164 | Layer 1 | Epoch 64  |
|          3930 |    39036.1094 | Layer 1 | Epoch 65  |
|          3960 |    40685.3750 | Layer 1 | Epoch 65  |
|          3990 |    40037.5859 | Layer 1 | Epoch 66  |
|          4020 |    38842.5078 | Layer 1 | Epoch 66  |
|          4050 |    39438.7773 | Layer 1 | Epoch 67  |
|          4080 |    39936.5898 | Layer 1 | Epoch 67  |
|          4110 |    38301.8828 | Layer 1 | Epoch 68  |
|          4140 |    38185.9844 | Layer 1 | Epoch 68  |
|          4170 |    39300.7031 | Layer 1 | Epoch 69  |
|          4200 |    39407.2383 | Layer 1 | Epoch 69  |
|          4230 |    39855.1875 | Layer 1 | Epoch 70  |
|          4260 |    40788.3828 | Layer 1 | Epoch 70  |
|          4290 |    39927.8945 | Layer 1 | Epoch 71  |
|          4320 |    39932.1641 | Layer 1 | Epoch 71  |
|          4350 |    40634.8633 | Layer 1 | Epoch 72  |
|          4380 |    39695.8008 | Layer 1 | Epoch 72  |
|          4410 |    38877.1016 | Layer 1 | Epoch 73  |
|          4440 |    39514.8906 | Layer 1 | Epoch 73  |
|          4470 |    38718.3008 | Layer 1 | Epoch 74  |
|          4500 |    39491.1406 | Layer 1 | Epoch 74  |
|          4530 |    38848.1641 | Layer 1 | Epoch 75  |
|          4560 |    40508.7344 | Layer 1 | Epoch 75  |
|          4590 |    38535.8047 | Layer 1 | Epoch 76  |
|          4620 |    38632.8047 | Layer 1 | Epoch 76  |
|          4650 |    39550.8438 | Layer 1 | Epoch 77  |
|          4680 |    37253.5938 | Layer 1 | Epoch 77  |
|          4710 |    39814.8633 | Layer 1 | Epoch 78  |
|          4740 |    36840.3984 | Layer 1 | Epoch 78  |
|          4770 |    38756.4336 | Layer 1 | Epoch 79  |
|          4800 |    37813.3828 | Layer 1 | Epoch 79  |
|          4830 |    41449.3438 | Layer 1 | Epoch 80  |
|          4860 |    38290.3398 | Layer 1 | Epoch 80  |
|          4890 |    39453.5078 | Layer 1 | Epoch 81  |
|          4920 |    37811.0234 | Layer 1 | Epoch 81  |
|          4950 |    39618.3320 | Layer 1 | Epoch 82  |
|          4980 |    38669.0352 | Layer 1 | Epoch 82  |
|          5010 |    39438.1211 | Layer 1 | Epoch 83  |
|          5040 |    38137.2539 | Layer 1 | Epoch 83  |
|          5070 |    39434.3047 | Layer 1 | Epoch 84  |
|          5100 |    38939.4297 | Layer 1 | Epoch 84  |
|          5130 |    38831.4297 | Layer 1 | Epoch 85  |
|          5160 |    39436.4844 | Layer 1 | Epoch 85  |
|          5190 |    38405.0469 | Layer 1 | Epoch 86  |
|          5220 |    37552.5977 | Layer 1 | Epoch 86  |
|          5250 |    37348.5234 | Layer 1 | Epoch 87  |
|          5280 |    39132.4531 | Layer 1 | Epoch 87  |
|          5310 |    38663.1133 | Layer 1 | Epoch 88  |
|          5340 |    38887.1875 | Layer 1 | Epoch 88  |
|          5370 |    36811.0234 | Layer 1 | Epoch 89  |
|          5400 |    38953.0977 | Layer 1 | Epoch 89  |
|          5430 |    38355.4922 | Layer 1 | Epoch 90  |
|          5460 |    37870.7695 | Layer 1 | Epoch 90  |
|          5490 |    37764.2930 | Layer 1 | Epoch 91  |
|          5520 |    38517.9922 | Layer 1 | Epoch 91  |
|          5550 |    40020.4375 | Layer 1 | Epoch 91  |
|          5580 |    38472.7539 | Layer 1 | Epoch 92  |
|          5610 |    39424.0234 | Layer 1 | Epoch 92  |
|          5640 |    38787.3594 | Layer 1 | Epoch 93  |
|          5670 |    37633.9492 | Layer 1 | Epoch 93  |
|          5700 |    40406.3672 | Layer 1 | Epoch 94  |
|          5730 |    38093.0625 | Layer 1 | Epoch 94  |
|          5760 |    39302.4844 | Layer 1 | Epoch 95  |
|          5790 |    38930.9766 | Layer 1 | Epoch 95  |
|          5820 |    37933.5391 | Layer 1 | Epoch 96  |
|          5850 |    39092.9492 | Layer 1 | Epoch 96  |
|          5880 |    37641.5195 | Layer 1 | Epoch 97  |
|          5910 |    40714.3984 | Layer 1 | Epoch 97  |
|          5940 |    38575.2422 | Layer 1 | Epoch 98  |
|          5970 |    39565.7539 | Layer 1 | Epoch 98  |
|          6000 |    40467.4492 | Layer 1 | Epoch 99  |
|          6030 |    39850.1016 | Layer 1 | Epoch 99  |
|          6060 |    37755.4531 | Layer 1 | Epoch 100  |
|          6090 |    37866.4805 | Layer 1 | Epoch 100  |
|          6120 |    38332.1836 | Layer 1 | Epoch 101  |
|          6150 |    39269.1406 | Layer 1 | Epoch 101  |
|          6180 |    38031.7969 | Layer 1 | Epoch 102  |
|          6210 |    39658.5625 | Layer 1 | Epoch 102  |
|          6240 |    37007.9453 | Layer 1 | Epoch 103  |
|          6270 |    37578.0195 | Layer 1 | Epoch 103  |
|          6300 |    39323.8398 | Layer 1 | Epoch 104  |
|          6330 |    38476.4336 | Layer 1 | Epoch 104  |
|          6360 |    38319.0625 | Layer 1 | Epoch 105  |
|          6390 |    39366.4648 | Layer 1 | Epoch 105  |
|          6420 |    37446.1797 | Layer 1 | Epoch 106  |
|          6450 |    37891.6133 | Layer 1 | Epoch 106  |
|          6480 |    38613.6094 | Layer 1 | Epoch 107  |
|          6510 |    38681.7109 | Layer 1 | Epoch 107  |
|          6540 |    37434.9609 | Layer 1 | Epoch 108  |
|          6570 |    39378.6016 | Layer 1 | Epoch 108  |
|          6600 |    38909.9141 | Layer 1 | Epoch 109  |
|          6630 |    39133.3320 | Layer 1 | Epoch 109  |
|          6660 |    39410.0156 | Layer 1 | Epoch 110  |
|          6690 |    39188.5898 | Layer 1 | Epoch 110  |
|          6720 |    39575.8281 | Layer 1 | Epoch 111  |
|          6750 |    39398.9727 | Layer 1 | Epoch 111  |
|          6780 |    38553.2422 | Layer 1 | Epoch 112  |
|          6810 |    39212.1289 | Layer 1 | Epoch 112  |
|          6840 |    37725.2617 | Layer 1 | Epoch 113  |
|          6870 |    39208.7539 | Layer 1 | Epoch 113  |
|          6900 |    39178.5234 | Layer 1 | Epoch 114  |
|          6930 |    40513.9180 | Layer 1 | Epoch 114  |
|          6960 |    39325.4922 | Layer 1 | Epoch 115  |
|          6990 |    37291.0234 | Layer 1 | Epoch 115  |
|          7020 |    40088.5859 | Layer 1 | Epoch 116  |
|          7050 |    38619.8281 | Layer 1 | Epoch 116  |
|          7080 |    37427.7148 | Layer 1 | Epoch 117  |
|          7110 |    38742.8398 | Layer 1 | Epoch 117  |
|          7140 |    38246.1211 | Layer 1 | Epoch 118  |
|          7170 |    38237.1406 | Layer 1 | Epoch 118  |
|          7200 |    39441.6562 | Layer 1 | Epoch 119  |
|          7230 |    36439.1172 | Layer 1 | Epoch 119  |
|          7260 |    39307.7383 | Layer 1 | Epoch 120  |
|          7290 |    38749.8906 | Layer 1 | Epoch 120  |
|          7320 |    38905.2461 | Layer 1 | Epoch 121  |
|          7350 |    40076.5000 | Layer 1 | Epoch 121  |
|          7380 |    37424.2500 | Layer 1 | Epoch 121  |
|          7410 |    39354.3398 | Layer 1 | Epoch 122  |
|          7440 |    39118.9766 | Layer 1 | Epoch 122  |
|          7470 |    38643.6406 | Layer 1 | Epoch 123  |
|          7500 |    37369.2266 | Layer 1 | Epoch 123  |
|          7530 |    38677.8750 | Layer 1 | Epoch 124  |
|          7560 |    37685.4219 | Layer 1 | Epoch 124  |
|          7590 |    38413.2656 | Layer 1 | Epoch 125  |
|          7620 |    39879.1562 | Layer 1 | Epoch 125  |
|          7650 |    40109.6328 | Layer 1 | Epoch 126  |
|          7680 |    37083.3164 | Layer 1 | Epoch 126  |
|          7710 |    37686.5938 | Layer 1 | Epoch 127  |
|          7740 |    37596.9375 | Layer 1 | Epoch 127  |
|          7770 |    37148.1992 | Layer 1 | Epoch 128  |
|          7800 |    37149.3438 | Layer 1 | Epoch 128  |
|          7830 |    37644.9688 | Layer 1 | Epoch 129  |
|          7860 |    38879.1523 | Layer 1 | Epoch 129  |
|          7890 |    38764.8125 | Layer 1 | Epoch 130  |
|          7920 |    37201.3281 | Layer 1 | Epoch 130  |
|          7950 |    39068.3125 | Layer 1 | Epoch 131  |
|          7980 |    37145.4453 | Layer 1 | Epoch 131  |
|          8010 |    38475.6719 | Layer 1 | Epoch 132  |
|          8040 |    37484.0703 | Layer 1 | Epoch 132  |
|          8070 |    37025.5703 | Layer 1 | Epoch 133  |
|          8100 |    37548.6016 | Layer 1 | Epoch 133  |
|          8130 |    38411.3047 | Layer 1 | Epoch 134  |
|          8160 |    36321.5391 | Layer 1 | Epoch 134  |
|          8190 |    37571.3359 | Layer 1 | Epoch 135  |
|          8220 |    38849.0312 | Layer 1 | Epoch 135  |
|          8250 |    36302.8594 | Layer 1 | Epoch 136  |
|          8280 |    39373.1133 | Layer 1 | Epoch 136  |
|          8310 |    38497.0703 | Layer 1 | Epoch 137  |
|          8340 |    39181.8828 | Layer 1 | Epoch 137  |
|          8370 |    36476.2812 | Layer 1 | Epoch 138  |
|          8400 |    36839.4727 | Layer 1 | Epoch 138  |
|          8430 |    38451.2812 | Layer 1 | Epoch 139  |
|          8460 |    36293.9062 | Layer 1 | Epoch 139  |
|          8490 |    37906.4062 | Layer 1 | Epoch 140  |
|          8520 |    39286.0859 | Layer 1 | Epoch 140  |
|          8550 |    36517.2930 | Layer 1 | Epoch 141  |
|          8580 |    37928.8516 | Layer 1 | Epoch 141  |
|          8610 |    39810.4062 | Layer 1 | Epoch 142  |
|          8640 |    37658.1719 | Layer 1 | Epoch 142  |
|          8670 |    37701.4141 | Layer 1 | Epoch 143  |
|          8700 |    37970.0820 | Layer 1 | Epoch 143  |
|          8730 |    37481.9062 | Layer 1 | Epoch 144  |
|          8760 |    37424.4180 | Layer 1 | Epoch 144  |
|          8790 |    37112.7891 | Layer 1 | Epoch 145  |
|          8820 |    37138.9141 | Layer 1 | Epoch 145  |
|          8850 |    38751.2734 | Layer 1 | Epoch 146  |
|          8880 |    39358.5508 | Layer 1 | Epoch 146  |
|          8910 |    37138.1484 | Layer 1 | Epoch 147  |
|          8940 |    38156.2188 | Layer 1 | Epoch 147  |
|          8970 |    37962.2266 | Layer 1 | Epoch 148  |
|          9000 |    37173.8828 | Layer 1 | Epoch 148  |
|          9030 |    35930.1484 | Layer 1 | Epoch 149  |
|          9060 |    36861.6328 | Layer 1 | Epoch 149  |
|          9090 |    38181.6719 | Layer 1 | Epoch 150  |
|          9120 |    41171.9648 | Layer 1 | Epoch 150  |
|          9150 |    39925.3984 | Layer 1 | Epoch 151  |
|          9180 |    37972.9688 | Layer 1 | Epoch 151  |
|          9210 |    38755.3008 | Layer 1 | Epoch 151  |
|          9240 |    40498.9062 | Layer 1 | Epoch 152  |
|          9270 |    39110.5078 | Layer 1 | Epoch 152  |
|          9300 |    38645.6055 | Layer 1 | Epoch 153  |
|          9330 |    37877.2109 | Layer 1 | Epoch 153  |
|          9360 |    37585.3867 | Layer 1 | Epoch 154  |
|          9390 |    37493.9414 | Layer 1 | Epoch 154  |
|          9420 |    38910.1484 | Layer 1 | Epoch 155  |
|          9450 |    37497.3555 | Layer 1 | Epoch 155  |
|          9480 |    37623.3320 | Layer 1 | Epoch 156  |
|          9510 |    37726.9883 | Layer 1 | Epoch 156  |
|          9540 |    36849.4922 | Layer 1 | Epoch 157  |
|          9570 |    37287.1875 | Layer 1 | Epoch 157  |
|          9600 |    39645.1758 | Layer 1 | Epoch 158  |
|          9630 |    37096.1953 | Layer 1 | Epoch 158  |
|          9660 |    37769.4062 | Layer 1 | Epoch 159  |
|          9690 |    38017.1602 | Layer 1 | Epoch 159  |
|          9720 |    37503.8398 | Layer 1 | Epoch 160  |
|          9750 |    38016.0547 | Layer 1 | Epoch 160  |
|          9780 |    35997.6133 | Layer 1 | Epoch 161  |
|          9810 |    36723.1367 | Layer 1 | Epoch 161  |
|          9840 |    37309.1445 | Layer 1 | Epoch 162  |
|          9870 |    38426.7109 | Layer 1 | Epoch 162  |
|          9900 |    37937.3906 | Layer 1 | Epoch 163  |
|          9930 |    38936.8750 | Layer 1 | Epoch 163  |
|          9960 |    38121.2344 | Layer 1 | Epoch 164  |
|          9990 |    37790.0352 | Layer 1 | Epoch 164  |
|         10020 |    38593.7070 | Layer 1 | Epoch 165  |
|         10050 |    38126.8086 | Layer 1 | Epoch 165  |
|         10080 |    36932.3555 | Layer 1 | Epoch 166  |
|         10110 |    38753.8047 | Layer 1 | Epoch 166  |
|         10140 |    37807.0117 | Layer 1 | Epoch 167  |
|         10170 |    38499.3359 | Layer 1 | Epoch 167  |
|         10200 |    38403.7266 | Layer 1 | Epoch 168  |
|         10230 |    37622.3633 | Layer 1 | Epoch 168  |
|         10260 |    37761.9062 | Layer 1 | Epoch 169  |
|         10290 |    38803.2969 | Layer 1 | Epoch 169  |
|         10320 |    36505.4688 | Layer 1 | Epoch 170  |
|         10350 |    39533.9766 | Layer 1 | Epoch 170  |
|         10380 |    37235.0430 | Layer 1 | Epoch 171  |
|         10410 |    39037.7969 | Layer 1 | Epoch 171  |
|         10440 |    35241.8438 | Layer 1 | Epoch 172  |
|         10470 |    40300.6562 | Layer 1 | Epoch 172  |
|         10500 |    38443.7578 | Layer 1 | Epoch 173  |
|         10530 |    36519.6875 | Layer 1 | Epoch 173  |
|         10560 |    38501.1680 | Layer 1 | Epoch 174  |
|         10590 |    38953.1875 | Layer 1 | Epoch 174  |
|         10620 |    36103.3984 | Layer 1 | Epoch 175  |
|         10650 |    37865.0391 | Layer 1 | Epoch 175  |
|         10680 |    37150.1328 | Layer 1 | Epoch 176  |
|         10710 |    39046.0586 | Layer 1 | Epoch 176  |
|         10740 |    37217.7031 | Layer 1 | Epoch 177  |
|         10770 |    37821.2031 | Layer 1 | Epoch 177  |
|         10800 |    38020.7500 | Layer 1 | Epoch 178  |
|         10830 |    39691.9219 | Layer 1 | Epoch 178  |
|         10860 |    38633.9961 | Layer 1 | Epoch 179  |
|         10890 |    37411.8633 | Layer 1 | Epoch 179  |
|         10920 |    35007.2070 | Layer 1 | Epoch 180  |
|         10950 |    37262.8711 | Layer 1 | Epoch 180  |
|         10980 |    38291.5156 | Layer 1 | Epoch 181  |
|         11010 |    37624.6328 | Layer 1 | Epoch 181  |
|         11040 |    37811.2266 | Layer 1 | Epoch 181  |
|         11070 |    38098.3164 | Layer 1 | Epoch 182  |
|         11100 |    38139.7969 | Layer 1 | Epoch 182  |
|         11130 |    37046.4062 | Layer 1 | Epoch 183  |
|         11160 |    38033.0000 | Layer 1 | Epoch 183  |
|         11190 |    37271.6367 | Layer 1 | Epoch 184  |
|         11220 |    36303.5820 | Layer 1 | Epoch 184  |
|         11250 |    37821.7031 | Layer 1 | Epoch 185  |
|         11280 |    36568.2031 | Layer 1 | Epoch 185  |
|         11310 |    37164.6953 | Layer 1 | Epoch 186  |
|         11340 |    37387.7188 | Layer 1 | Epoch 186  |
|         11370 |    36184.9297 | Layer 1 | Epoch 187  |
|         11400 |    36842.9844 | Layer 1 | Epoch 187  |
|         11430 |    37554.8633 | Layer 1 | Epoch 188  |
|         11460 |    37256.4062 | Layer 1 | Epoch 188  |
|         11490 |    37659.2500 | Layer 1 | Epoch 189  |
|         11520 |    40737.1562 | Layer 1 | Epoch 189  |
|         11550 |    38427.7578 | Layer 1 | Epoch 190  |
|         11580 |    36823.2266 | Layer 1 | Epoch 190  |
|         11610 |    36588.0625 | Layer 1 | Epoch 191  |
|         11640 |    36957.5312 | Layer 1 | Epoch 191  |
|         11670 |    37790.0938 | Layer 1 | Epoch 192  |
|         11700 |    38143.5938 | Layer 1 | Epoch 192  |
|         11730 |    38094.4414 | Layer 1 | Epoch 193  |
|         11760 |    38705.4062 | Layer 1 | Epoch 193  |
|         11790 |    38060.6719 | Layer 1 | Epoch 194  |
|         11820 |    37171.8633 | Layer 1 | Epoch 194  |
|         11850 |    36303.4062 | Layer 1 | Epoch 195  |
|         11880 |    38917.7969 | Layer 1 | Epoch 195  |
|         11910 |    38887.7188 | Layer 1 | Epoch 196  |
|         11940 |    37919.9922 | Layer 1 | Epoch 196  |
|         11970 |    37616.2812 | Layer 1 | Epoch 197  |
|         12000 |    35919.9609 | Layer 1 | Epoch 197  |
|         12030 |    38637.1602 | Layer 1 | Epoch 198  |
|         12060 |    36843.2227 | Layer 1 | Epoch 198  |
|         12090 |    38105.9375 | Layer 1 | Epoch 199  |
|         12120 |    37245.0625 | Layer 1 | Epoch 199  |
|         12150 |    37943.1719 | Layer 1 | Epoch 200  |
|         12180 |    36432.3477 | Layer 1 | Epoch 200  |
|         12210 |    36086.1562 | Layer 1 | Epoch 201  |
|         12240 |    35078.8086 | Layer 1 | Epoch 201  |
|         12270 |    38917.4688 | Layer 1 | Epoch 202  |
|         12300 |    38995.5234 | Layer 1 | Epoch 202  |
|         12330 |    36995.6328 | Layer 1 | Epoch 203  |
|         12360 |    36435.0859 | Layer 1 | Epoch 203  |
|         12390 |    38131.7344 | Layer 1 | Epoch 204  |
|         12420 |    36477.1875 | Layer 1 | Epoch 204  |
|         12450 |    37119.8984 | Layer 1 | Epoch 205  |
|         12480 |    38631.8438 | Layer 1 | Epoch 205  |
|         12510 |    39409.8125 | Layer 1 | Epoch 206  |
|         12540 |    39177.9297 | Layer 1 | Epoch 206  |
|         12570 |    38149.4531 | Layer 1 | Epoch 207  |
|         12600 |    37600.5312 | Layer 1 | Epoch 207  |
|         12630 |    36035.1953 | Layer 1 | Epoch 208  |
