| Training Step | Cross Entropy |  Layer  |   Epoch  |
|---------------|---------------|---------|----------|
|          1290 |    43442.0078 | Layer 1 | Epoch 22  |
|          1320 |    41648.7109 | Layer 1 | Epoch 22  |
|          1350 |    42053.0391 | Layer 1 | Epoch 23  |
|          1380 |    42213.9062 | Layer 1 | Epoch 23  |
|          1410 |    40225.3750 | Layer 1 | Epoch 24  |
|          1440 |    41412.1602 | Layer 1 | Epoch 24  |
|          1470 |    40299.6562 | Layer 1 | Epoch 25  |
|          1500 |    40876.9609 | Layer 1 | Epoch 25  |
|          1530 |    43625.9609 | Layer 1 | Epoch 26  |
|          1560 |    39810.9492 | Layer 1 | Epoch 26  |
|          1590 |    42635.0781 | Layer 1 | Epoch 27  |
|          1620 |    41267.7969 | Layer 1 | Epoch 27  |
|          1650 |    40804.2578 | Layer 1 | Epoch 28  |
|          1680 |    41679.5234 | Layer 1 | Epoch 28  |
|          1710 |    41830.0430 | Layer 1 | Epoch 29  |
|          1740 |    41197.1758 | Layer 1 | Epoch 29  |
|          1770 |    41017.0469 | Layer 1 | Epoch 30  |
|          1800 |    41386.9570 | Layer 1 | Epoch 30  |
|          1830 |    40909.2500 | Layer 1 | Epoch 31  |
|          1860 |    41264.1094 | Layer 1 | Epoch 31  |
|          1890 |    40546.5234 | Layer 1 | Epoch 31  |
|          1920 |    42148.4219 | Layer 1 | Epoch 32  |
|          1950 |    40863.9375 | Layer 1 | Epoch 32  |
|          1980 |    40392.3555 | Layer 1 | Epoch 33  |
|          2010 |    41261.7109 | Layer 1 | Epoch 33  |
|          2040 |    40003.2109 | Layer 1 | Epoch 34  |
|          2070 |    41944.2578 | Layer 1 | Epoch 34  |
|          2100 |    40881.5703 | Layer 1 | Epoch 35  |
|          2130 |    39109.7031 | Layer 1 | Epoch 35  |
|          2160 |    41757.6562 | Layer 1 | Epoch 36  |
|          2190 |    41979.6680 | Layer 1 | Epoch 36  |
|          2220 |    41124.4062 | Layer 1 | Epoch 37  |
|          2250 |    42267.3359 | Layer 1 | Epoch 37  |
|          2280 |    41353.0625 | Layer 1 | Epoch 38  |
|          2310 |    40933.0703 | Layer 1 | Epoch 38  |
|          2340 |    41469.3984 | Layer 1 | Epoch 39  |
|          2370 |    40754.3906 | Layer 1 | Epoch 39  |
|          2400 |    41861.0625 | Layer 1 | Epoch 40  |
|          2430 |    40276.3633 | Layer 1 | Epoch 40  |
|          2460 |    40624.7031 | Layer 1 | Epoch 41  |
|          2490 |    37767.6445 | Layer 1 | Epoch 41  |
|          2520 |    41402.4727 | Layer 1 | Epoch 42  |
|          2550 |    41170.2539 | Layer 1 | Epoch 42  |
|          2580 |    38821.6797 | Layer 1 | Epoch 43  |
|          2610 |    40580.6641 | Layer 1 | Epoch 43  |
|          2640 |    39959.8672 | Layer 1 | Epoch 44  |
|          2670 |    40874.1875 | Layer 1 | Epoch 44  |
|          2700 |    41822.9258 | Layer 1 | Epoch 45  |
|          2730 |    39881.7812 | Layer 1 | Epoch 45  |
|          2760 |    40527.6992 | Layer 1 | Epoch 46  |
|          2790 |    41010.4219 | Layer 1 | Epoch 46  |
|          2820 |    40152.1641 | Layer 1 | Epoch 47  |
|          2850 |    41195.1016 | Layer 1 | Epoch 47  |
|          2880 |    40332.4727 | Layer 1 | Epoch 48  |
|          2910 |    39526.7109 | Layer 1 | Epoch 48  |
|          2940 |    40190.8047 | Layer 1 | Epoch 49  |
|          2970 |    40625.0391 | Layer 1 | Epoch 49  |
|          3000 |    41016.5938 | Layer 1 | Epoch 50  |
|          3030 |    40293.6094 | Layer 1 | Epoch 50  |
|          3060 |    41648.5273 | Layer 1 | Epoch 51  |
|          3090 |    40303.2812 | Layer 1 | Epoch 51  |
|          3120 |    39059.6016 | Layer 1 | Epoch 52  |
|          3150 |    39411.9297 | Layer 1 | Epoch 52  |
|          3180 |    41445.6836 | Layer 1 | Epoch 53  |
|          3210 |    38960.6406 | Layer 1 | Epoch 53  |
|          3240 |    38025.7422 | Layer 1 | Epoch 54  |
|          3270 |    38193.9844 | Layer 1 | Epoch 54  |
|          3300 |    39633.5312 | Layer 1 | Epoch 55  |
|          3330 |    40841.5859 | Layer 1 | Epoch 55  |
|          3360 |    40619.6602 | Layer 1 | Epoch 56  |
|          3390 |    39561.2031 | Layer 1 | Epoch 56  |
|          3420 |    38228.6797 | Layer 1 | Epoch 57  |
|          3450 |    38509.4531 | Layer 1 | Epoch 57  |
|          3480 |    37883.4570 | Layer 1 | Epoch 58  |
|          3510 |    41137.6484 | Layer 1 | Epoch 58  |
|          3540 |    40065.3828 | Layer 1 | Epoch 59  |
|          3570 |    40482.4219 | Layer 1 | Epoch 59  |
|          3600 |    41666.4219 | Layer 1 | Epoch 60  |
|          3630 |    39331.5703 | Layer 1 | Epoch 60  |
|          3660 |    39425.0703 | Layer 1 | Epoch 61  |
|          3690 |    37916.6641 | Layer 1 | Epoch 61  |
|          3720 |    39914.8516 | Layer 1 | Epoch 61  |
|          3750 |    40681.1250 | Layer 1 | Epoch 62  |
|          3780 |    38088.7734 | Layer 1 | Epoch 62  |
|          3810 |    38714.1992 | Layer 1 | Epoch 63  |
|          3840 |    38580.5586 | Layer 1 | Epoch 63  |
|          3870 |    38189.2500 | Layer 1 | Epoch 64  |
|          3900 |    40300.2031 | Layer 1 | Epoch 64  |
|          3930 |    39453.7969 | Layer 1 | Epoch 65  |
|          3960 |    40570.9297 | Layer 1 | Epoch 65  |
|          3990 |    39432.9766 | Layer 1 | Epoch 66  |
|          4020 |    39041.1211 | Layer 1 | Epoch 66  |
|          4050 |    40960.6484 | Layer 1 | Epoch 67  |
|          4080 |    40140.1953 | Layer 1 | Epoch 67  |
|          4110 |    39176.0312 | Layer 1 | Epoch 68  |
|          4140 |    39186.9688 | Layer 1 | Epoch 68  |
|          4170 |    38480.5391 | Layer 1 | Epoch 69  |
|          4200 |    38643.6406 | Layer 1 | Epoch 69  |
|          4230 |    39940.4883 | Layer 1 | Epoch 70  |
|          4260 |    39515.0234 | Layer 1 | Epoch 70  |
|          4290 |    40885.1172 | Layer 1 | Epoch 71  |
|          4320 |    39159.6641 | Layer 1 | Epoch 71  |
|          4350 |    36537.9531 | Layer 1 | Epoch 72  |
|          4380 |    40228.4219 | Layer 1 | Epoch 72  |
|          4410 |    39022.7266 | Layer 1 | Epoch 73  |
|          4440 |    38946.2227 | Layer 1 | Epoch 73  |
|          4470 |    38767.8867 | Layer 1 | Epoch 74  |
|          4500 |    40138.6602 | Layer 1 | Epoch 74  |
|          4530 |    39551.5625 | Layer 1 | Epoch 75  |
|          4560 |    40348.3047 | Layer 1 | Epoch 75  |
|          4590 |    39202.3125 | Layer 1 | Epoch 76  |
|          4620 |    38382.0781 | Layer 1 | Epoch 76  |
|          4650 |    39597.2266 | Layer 1 | Epoch 77  |
|          4680 |    39152.7852 | Layer 1 | Epoch 77  |
|          4710 |    38601.3477 | Layer 1 | Epoch 78  |
|          4740 |    38884.5703 | Layer 1 | Epoch 78  |
|          4770 |    39670.8281 | Layer 1 | Epoch 79  |
|          4800 |    38629.1172 | Layer 1 | Epoch 79  |
|          4830 |    39880.8594 | Layer 1 | Epoch 80  |
|          4860 |    39098.0820 | Layer 1 | Epoch 80  |
|          4890 |    40308.4062 | Layer 1 | Epoch 81  |
|          4920 |    38183.5938 | Layer 1 | Epoch 81  |
|          4950 |    40534.6094 | Layer 1 | Epoch 82  |
|          4980 |    40089.6797 | Layer 1 | Epoch 82  |
|          5010 |    41377.5742 | Layer 1 | Epoch 83  |
|          5040 |    40098.0547 | Layer 1 | Epoch 83  |
|          5070 |    39077.3164 | Layer 1 | Epoch 84  |
|          5100 |    39378.2422 | Layer 1 | Epoch 84  |
|          5130 |    37060.3750 | Layer 1 | Epoch 85  |
|          5160 |    38344.9062 | Layer 1 | Epoch 85  |
|          5190 |    38857.0742 | Layer 1 | Epoch 86  |
|          5220 |    38550.4766 | Layer 1 | Epoch 86  |
|          5250 |    40233.6328 | Layer 1 | Epoch 87  |
|          5280 |    38974.6367 | Layer 1 | Epoch 87  |
|          5310 |    39652.6836 | Layer 1 | Epoch 88  |
|          5340 |    37151.7539 | Layer 1 | Epoch 88  |
|          5370 |    38979.6328 | Layer 1 | Epoch 89  |
|          5400 |    39649.8359 | Layer 1 | Epoch 89  |
|          5430 |    39972.1172 | Layer 1 | Epoch 90  |
|          5460 |    38767.9453 | Layer 1 | Epoch 90  |
|          5490 |    38950.6641 | Layer 1 | Epoch 91  |
|          5520 |    38916.8594 | Layer 1 | Epoch 91  |
|          5550 |    41100.6172 | Layer 1 | Epoch 91  |
|          5580 |    40172.8906 | Layer 1 | Epoch 92  |
|          5610 |    40611.4922 | Layer 1 | Epoch 92  |
|          5640 |    40501.9648 | Layer 1 | Epoch 93  |
|          5670 |    39094.7812 | Layer 1 | Epoch 93  |
|          5700 |    40316.4336 | Layer 1 | Epoch 94  |
|          5730 |    39607.7344 | Layer 1 | Epoch 94  |
|          5760 |    39240.7031 | Layer 1 | Epoch 95  |
|          5790 |    37776.8516 | Layer 1 | Epoch 95  |
|          5820 |    37692.4609 | Layer 1 | Epoch 96  |
|          5850 |    37809.5664 | Layer 1 | Epoch 96  |
|          5880 |    38241.5469 | Layer 1 | Epoch 97  |
|          5910 |    38824.1250 | Layer 1 | Epoch 97  |
|          5940 |    38175.1641 | Layer 1 | Epoch 98  |
|          5970 |    37557.4609 | Layer 1 | Epoch 98  |
|          6000 |    38810.6367 | Layer 1 | Epoch 99  |
|          6030 |    39737.3828 | Layer 1 | Epoch 99  |
|          6060 |    38664.3906 | Layer 1 | Epoch 100  |
|          6090 |    36926.3477 | Layer 1 | Epoch 100  |
|          6120 |    39723.3672 | Layer 1 | Epoch 101  |
|          6150 |    40497.0898 | Layer 1 | Epoch 101  |
|          6180 |    37977.4961 | Layer 1 | Epoch 102  |
|          6210 |    37178.8477 | Layer 1 | Epoch 102  |
|          6240 |    40734.7539 | Layer 1 | Epoch 103  |
|          6270 |    39902.2578 | Layer 1 | Epoch 103  |
|          6300 |    39046.8945 | Layer 1 | Epoch 104  |
|          6330 |    38715.6914 | Layer 1 | Epoch 104  |
|          6360 |    37228.8828 | Layer 1 | Epoch 105  |
|          6390 |    36801.5703 | Layer 1 | Epoch 105  |
|          6420 |    38751.2891 | Layer 1 | Epoch 106  |
|          6450 |    38986.2422 | Layer 1 | Epoch 106  |
|          6480 |    37909.3516 | Layer 1 | Epoch 107  |
|          6510 |    38220.5625 | Layer 1 | Epoch 107  |
|          6540 |    40380.4570 | Layer 1 | Epoch 108  |
|          6570 |    38826.8945 | Layer 1 | Epoch 108  |
|          6600 |    39950.6953 | Layer 1 | Epoch 109  |
|          6630 |    38143.4609 | Layer 1 | Epoch 109  |
|          6660 |    40126.1406 | Layer 1 | Epoch 110  |
|          6690 |    39094.6367 | Layer 1 | Epoch 110  |
|          6720 |    38274.1133 | Layer 1 | Epoch 111  |
|          6750 |    37007.4922 | Layer 1 | Epoch 111  |
|          6780 |    37422.6172 | Layer 1 | Epoch 112  |
|          6810 |    39543.9766 | Layer 1 | Epoch 112  |
|          6840 |    38512.4023 | Layer 1 | Epoch 113  |
|          6870 |    37031.5391 | Layer 1 | Epoch 113  |
|          6900 |    36507.8320 | Layer 1 | Epoch 114  |
|          6930 |    39130.0781 | Layer 1 | Epoch 114  |
|          6960 |    36948.7422 | Layer 1 | Epoch 115  |
|          6990 |    36721.8750 | Layer 1 | Epoch 115  |
|          7020 |    39484.2734 | Layer 1 | Epoch 116  |
|          7050 |    38042.8516 | Layer 1 | Epoch 116  |
|          7080 |    38313.4102 | Layer 1 | Epoch 117  |
|          7110 |    40345.4062 | Layer 1 | Epoch 117  |
|          7140 |    39587.9883 | Layer 1 | Epoch 118  |
|          7170 |    37424.5078 | Layer 1 | Epoch 118  |
|          7200 |    38712.7656 | Layer 1 | Epoch 119  |
|          7230 |    37623.0703 | Layer 1 | Epoch 119  |
|          7260 |    38661.7070 | Layer 1 | Epoch 120  |
|          7290 |    36853.5156 | Layer 1 | Epoch 120  |
|          7320 |    38720.9180 | Layer 1 | Epoch 121  |
|          7350 |    39019.1914 | Layer 1 | Epoch 121  |
|          7380 |    36214.4922 | Layer 1 | Epoch 121  |
|          7410 |    37416.3867 | Layer 1 | Epoch 122  |
|          7440 |    39021.0508 | Layer 1 | Epoch 122  |
|          7470 |    38907.7031 | Layer 1 | Epoch 123  |
|          7500 |    37518.0898 | Layer 1 | Epoch 123  |
|          7530 |    37200.9023 | Layer 1 | Epoch 124  |
|          7560 |    37854.0508 | Layer 1 | Epoch 124  |
|          7590 |    38273.3555 | Layer 1 | Epoch 125  |
|          7620 |    39791.5312 | Layer 1 | Epoch 125  |
|          7650 |    38409.2930 | Layer 1 | Epoch 126  |
|          7680 |    35644.0352 | Layer 1 | Epoch 126  |
|          7710 |    37712.4453 | Layer 1 | Epoch 127  |
|          7740 |    39293.6641 | Layer 1 | Epoch 127  |
|          7770 |    36380.6875 | Layer 1 | Epoch 128  |
|          7800 |    37815.7930 | Layer 1 | Epoch 128  |
|          7830 |    37170.2734 | Layer 1 | Epoch 129  |
|          7860 |    38455.0195 | Layer 1 | Epoch 129  |
|          7890 |    38076.9141 | Layer 1 | Epoch 130  |
|          7920 |    39766.3516 | Layer 1 | Epoch 130  |
|          7950 |    36450.4570 | Layer 1 | Epoch 131  |
|          7980 |    39466.7344 | Layer 1 | Epoch 131  |
|          8010 |    38727.1172 | Layer 1 | Epoch 132  |
|          8040 |    37299.0781 | Layer 1 | Epoch 132  |
|          8070 |    37481.1055 | Layer 1 | Epoch 133  |
|          8100 |    37409.5508 | Layer 1 | Epoch 133  |
|          8130 |    37067.4336 | Layer 1 | Epoch 134  |
|          8160 |    36165.1562 | Layer 1 | Epoch 134  |
|          8190 |    38026.8984 | Layer 1 | Epoch 135  |
|          8220 |    39545.2578 | Layer 1 | Epoch 135  |
|          8250 |    38317.0547 | Layer 1 | Epoch 136  |
|          8280 |    39171.2812 | Layer 1 | Epoch 136  |
|          8310 |    38172.7266 | Layer 1 | Epoch 137  |
|          8340 |    37538.8594 | Layer 1 | Epoch 137  |
|          8370 |    38291.6016 | Layer 1 | Epoch 138  |
|          8400 |    39427.3789 | Layer 1 | Epoch 138  |
|          8430 |    37141.1094 | Layer 1 | Epoch 139  |
|          8460 |    37873.4648 | Layer 1 | Epoch 139  |
|          8490 |    36850.2227 | Layer 1 | Epoch 140  |
|          8520 |    38487.7148 | Layer 1 | Epoch 140  |
|          8550 |    40213.2578 | Layer 1 | Epoch 141  |
|          8580 |    38580.1719 | Layer 1 | Epoch 141  |
|          8610 |    40151.2422 | Layer 1 | Epoch 142  |
|          8640 |    39394.0234 | Layer 1 | Epoch 142  |
|          8670 |    39772.1680 | Layer 1 | Epoch 143  |
|          8700 |    35400.6562 | Layer 1 | Epoch 143  |
|          8730 |    36643.2656 | Layer 1 | Epoch 144  |
|          8760 |    39113.6641 | Layer 1 | Epoch 144  |
|          8790 |    39173.5742 | Layer 1 | Epoch 145  |
|          8820 |    37161.6406 | Layer 1 | Epoch 145  |
|          8850 |    38743.5156 | Layer 1 | Epoch 146  |
|          8880 |    38268.4805 | Layer 1 | Epoch 146  |
|          8910 |    37978.8906 | Layer 1 | Epoch 147  |
|          8940 |    38672.9062 | Layer 1 | Epoch 147  |
|          8970 |    38537.5391 | Layer 1 | Epoch 148  |
|          9000 |    37878.3828 | Layer 1 | Epoch 148  |
|          9030 |    37594.9258 | Layer 1 | Epoch 149  |
|          9060 |    38901.6992 | Layer 1 | Epoch 149  |
|          9090 |    36663.9453 | Layer 1 | Epoch 150  |
|          9120 |    38190.6719 | Layer 1 | Epoch 150  |
|          9150 |    37656.1211 | Layer 1 | Epoch 151  |
|          9180 |    36584.7852 | Layer 1 | Epoch 151  |
|          9210 |    36650.2969 | Layer 1 | Epoch 151  |
|          9240 |    37020.0625 | Layer 1 | Epoch 152  |
|          9270 |    39876.9492 | Layer 1 | Epoch 152  |
|          9300 |    38050.2891 | Layer 1 | Epoch 153  |
|          9330 |    40398.4297 | Layer 1 | Epoch 153  |
|          9360 |    38082.4180 | Layer 1 | Epoch 154  |
|          9390 |    39023.3203 | Layer 1 | Epoch 154  |
|          9420 |    36297.6445 | Layer 1 | Epoch 155  |
|          9450 |    36779.3359 | Layer 1 | Epoch 155  |
|          9480 |    38339.8594 | Layer 1 | Epoch 156  |
|          9510 |    37971.9258 | Layer 1 | Epoch 156  |
|          9540 |    38807.7852 | Layer 1 | Epoch 157  |
|          9570 |    40173.0273 | Layer 1 | Epoch 157  |
|          9600 |    37959.2109 | Layer 1 | Epoch 158  |
|          9630 |    37033.4414 | Layer 1 | Epoch 158  |
|          9660 |    38948.8555 | Layer 1 | Epoch 159  |
|          9690 |    37029.5938 | Layer 1 | Epoch 159  |
|          9720 |    37514.5586 | Layer 1 | Epoch 160  |
|          9750 |    41106.7891 | Layer 1 | Epoch 160  |
|          9780 |    38856.0781 | Layer 1 | Epoch 161  |
|          9810 |    38656.1602 | Layer 1 | Epoch 161  |
|          9840 |    38451.9961 | Layer 1 | Epoch 162  |
|          9870 |    39630.2109 | Layer 1 | Epoch 162  |
|          9900 |    37907.0898 | Layer 1 | Epoch 163  |
|          9930 |    37568.4844 | Layer 1 | Epoch 163  |
|          9960 |    37598.6641 | Layer 1 | Epoch 164  |
|          9990 |    39495.9141 | Layer 1 | Epoch 164  |
|         10020 |    39578.7344 | Layer 1 | Epoch 165  |
|         10050 |    36698.7734 | Layer 1 | Epoch 165  |
|         10080 |    36112.8281 | Layer 1 | Epoch 166  |
|         10110 |    34855.5820 | Layer 1 | Epoch 166  |
|         10140 |    38682.0312 | Layer 1 | Epoch 167  |
|         10170 |    38715.2773 | Layer 1 | Epoch 167  |
|         10200 |    39109.6172 | Layer 1 | Epoch 168  |
|         10230 |    38132.2422 | Layer 1 | Epoch 168  |
|         10260 |    37522.4688 | Layer 1 | Epoch 169  |
|         10290 |    36563.7812 | Layer 1 | Epoch 169  |
|         10320 |    39430.3281 | Layer 1 | Epoch 170  |
|         10350 |    37752.5234 | Layer 1 | Epoch 170  |
|         10380 |    38415.5625 | Layer 1 | Epoch 171  |
|         10410 |    38827.4727 | Layer 1 | Epoch 171  |
|         10440 |    37145.7383 | Layer 1 | Epoch 172  |
|         10470 |    36924.4531 | Layer 1 | Epoch 172  |
|         10500 |    38235.5859 | Layer 1 | Epoch 173  |
|         10530 |    38363.7109 | Layer 1 | Epoch 173  |
|         10560 |    36208.2344 | Layer 1 | Epoch 174  |
|         10590 |    38125.6016 | Layer 1 | Epoch 174  |
|         10620 |    37789.1250 | Layer 1 | Epoch 175  |
|         10650 |    39075.0547 | Layer 1 | Epoch 175  |
|         10680 |    37854.5312 | Layer 1 | Epoch 176  |
|         10710 |    38303.9375 | Layer 1 | Epoch 176  |
|         10740 |    37781.6289 | Layer 1 | Epoch 177  |
|         10770 |    37856.4766 | Layer 1 | Epoch 177  |
|         10800 |    37498.4961 | Layer 1 | Epoch 178  |
|         10830 |    36672.7188 | Layer 1 | Epoch 178  |
|         10860 |    38235.4453 | Layer 1 | Epoch 179  |
|         10890 |    36537.1992 | Layer 1 | Epoch 179  |
|         10920 |    35741.1328 | Layer 1 | Epoch 180  |
|         10950 |    36012.7344 | Layer 1 | Epoch 180  |
|         10980 |    38795.2344 | Layer 1 | Epoch 181  |
|         11010 |    37409.6953 | Layer 1 | Epoch 181  |
|         11040 |    36993.1172 | Layer 1 | Epoch 181  |
|         11070 |    38304.7188 | Layer 1 | Epoch 182  |
|         11100 |    36963.9180 | Layer 1 | Epoch 182  |
|         11130 |    36490.0547 | Layer 1 | Epoch 183  |
|         11160 |    37533.6016 | Layer 1 | Epoch 183  |
|         11190 |    38245.3633 | Layer 1 | Epoch 184  |
|         11220 |    37943.2500 | Layer 1 | Epoch 184  |
|         11250 |    38108.1562 | Layer 1 | Epoch 185  |
|         11280 |    37373.1406 | Layer 1 | Epoch 185  |
|         11310 |    38046.3047 | Layer 1 | Epoch 186  |
|         11340 |    39411.3359 | Layer 1 | Epoch 186  |
|         11370 |    37354.1562 | Layer 1 | Epoch 187  |
|         11400 |    38202.0781 | Layer 1 | Epoch 187  |
|         11430 |    36574.7578 | Layer 1 | Epoch 188  |
|         11460 |    36669.8281 | Layer 1 | Epoch 188  |
|         11490 |    38361.3047 | Layer 1 | Epoch 189  |
|         11520 |    39379.8750 | Layer 1 | Epoch 189  |
|         11550 |    37998.2578 | Layer 1 | Epoch 190  |
|         11580 |    37430.4609 | Layer 1 | Epoch 190  |
|         11610 |    37319.6641 | Layer 1 | Epoch 191  |
|         11640 |    38055.9922 | Layer 1 | Epoch 191  |
|         11670 |    37646.2617 | Layer 1 | Epoch 192  |
|         11700 |    35147.4766 | Layer 1 | Epoch 192  |
|         11730 |    37423.2656 | Layer 1 | Epoch 193  |
|         11760 |    36856.2656 | Layer 1 | Epoch 193  |
|         11790 |    36309.2031 | Layer 1 | Epoch 194  |
|         11820 |    37295.4062 | Layer 1 | Epoch 194  |
|         11850 |    35362.6289 | Layer 1 | Epoch 195  |
|         11880 |    37056.3945 | Layer 1 | Epoch 195  |
|         11910 |    38486.3711 | Layer 1 | Epoch 196  |
|         11940 |    37265.1484 | Layer 1 | Epoch 196  |
|         11970 |    39526.9062 | Layer 1 | Epoch 197  |
|         12000 |    37998.0273 | Layer 1 | Epoch 197  |
|         12030 |    37598.3516 | Layer 1 | Epoch 198  |
|         12060 |    37216.4805 | Layer 1 | Epoch 198  |
|         12090 |    36978.6328 | Layer 1 | Epoch 199  |
|         12120 |    37382.2461 | Layer 1 | Epoch 199  |
|         12150 |    38349.3594 | Layer 1 | Epoch 200  |
|         12180 |    37426.1406 | Layer 1 | Epoch 200  |
|         12210 |    36025.5898 | Layer 1 | Epoch 201  |
|         12240 |    39546.9922 | Layer 1 | Epoch 201  |
|         12270 |    35058.6523 | Layer 1 | Epoch 202  |
|         12300 |    36716.4688 | Layer 1 | Epoch 202  |
|         12330 |    34684.1289 | Layer 1 | Epoch 203  |
|         12360 |    37744.2812 | Layer 1 | Epoch 203  |
|         12390 |    36626.3906 | Layer 1 | Epoch 204  |
|         12420 |    35877.4609 | Layer 1 | Epoch 204  |
|         12450 |    37943.2891 | Layer 1 | Epoch 205  |
|         12480 |    39546.4922 | Layer 1 | Epoch 205  |
|         12510 |    37643.0586 | Layer 1 | Epoch 206  |
|         12540 |    37742.1211 | Layer 1 | Epoch 206  |
|         12570 |    37022.4688 | Layer 1 | Epoch 207  |
|         12600 |    37305.0430 | Layer 1 | Epoch 207  |
|         12630 |    37078.4141 | Layer 1 | Epoch 208  |
