Script started on Sun 26 Nov 2017 02:39:32 PM EST
]0;alex@alex-obsidubuntu: ~/git/MSCS692/shah-03[01;32malex@alex-obsidubuntu[00m:[01;34m~/git/MSCS692/shah-03[00m$ exitpy autoencoder.py
2017-11-26 14:39:39.077157: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2017-11-26 14:39:39.174269: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:892] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2017-11-26 14:39:39.174503: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Found device 0 with properties: 
name: GeForce GTX 1080 Ti major: 6 minor: 1 memoryClockRate(GHz): 1.683
pciBusID: 0000:01:00.0
totalMemory: 10.89GiB freeMemory: 9.77GiB
2017-11-26 14:39:39.174515: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: GeForce GTX 1080 Ti, pci bus id: 0000:01:00.0, compute capability: 6.1)
['B01']
['B03']
['B02']
Loading images  ./ourds/*.jpg ['B01']
Number of images: 61
Number of rows: 256
Number of cols: 256
Dataset array size:  (61, 256, 256, 1)
Loading images  ./ourds/*.jpg ['B03']
Number of images: 60
Number of rows: 256
Number of cols: 256
Dataset array size:  (60, 256, 256, 1)
Loading images  ./ourds/*.jpg ['B02']
Number of images: 66
Number of rows: 256
Number of cols: 256
Dataset array size:  (66, 256, 256, 1)
(61, 256, 256, 1)
(60, 256, 256, 1)
(66, 256, 256, 1)



| Training Step | Cross Entropy |  Layer  |   Epoch  |
|          4290 |    43825.1797 | Layer 1 | Epoch 71  |
|          4320 |    43358.9492 | Layer 1 | Epoch 71  |
|          4350 |    43633.6562 | Layer 1 | Epoch 72  |
|          4380 |    42997.1250 | Layer 1 | Epoch 72  |
|          4410 |    44023.1328 | Layer 1 | Epoch 73  |
|          4440 |    43897.8555 | Layer 1 | Epoch 73  |
|          4470 |    43333.4141 | Layer 1 | Epoch 74  |
|          4500 |    43407.8086 | Layer 1 | Epoch 74  |
|          4530 |    44028.3711 | Layer 1 | Epoch 75  |
|          4560 |    43180.8359 | Layer 1 | Epoch 75  |
|          4590 |    43949.9531 | Layer 1 | Epoch 76  |
|          4620 |    44066.9375 | Layer 1 | Epoch 76  |
|          4650 |    43886.1289 | Layer 1 | Epoch 77  |
|          4680 |    44304.3438 | Layer 1 | Epoch 77  |
|          4710 |    43691.5430 | Layer 1 | Epoch 78  |
|          4740 |    43867.4258 | Layer 1 | Epoch 78  |
|          4770 |    43180.6641 | Layer 1 | Epoch 79  |
|          4800 |    43361.6172 | Layer 1 | Epoch 79  |
|          4830 |    42844.4570 | Layer 1 | Epoch 80  |
|          4860 |    43341.2031 | Layer 1 | Epoch 80  |
|          4890 |    42818.1836 | Layer 1 | Epoch 81  |
|          4920 |    43771.6992 | Layer 1 | Epoch 81  |
|          4950 |    43890.6797 | Layer 1 | Epoch 82  |
|          4980 |    43454.4961 | Layer 1 | Epoch 82  |
|          5010 |    43131.7109 | Layer 1 | Epoch 83  |
|          5040 |    43871.3672 | Layer 1 | Epoch 83  |
|          5070 |    43892.8594 | Layer 1 | Epoch 84  |
|          5100 |    43677.9141 | Layer 1 | Epoch 84  |
|          5130 |    44095.0391 | Layer 1 | Epoch 85  |
|          5160 |    43364.9883 | Layer 1 | Epoch 85  |
|          5190 |    43787.7578 | Layer 1 | Epoch 86  |
|          5220 |    44043.9453 | Layer 1 | Epoch 86  |
|          5250 |    42794.3359 | Layer 1 | Epoch 87  |
|          5280 |    43581.5703 | Layer 1 | Epoch 87  |
|          5310 |    43868.5039 | Layer 1 | Epoch 88  |
|          5340 |    43135.0859 | Layer 1 | Epoch 88  |
|          5370 |    43563.0508 | Layer 1 | Epoch 89  |
|          5400 |    43947.5312 | Layer 1 | Epoch 89  |
|          5430 |    43538.5234 | Layer 1 | Epoch 90  |
|          5460 |    43766.3828 | Layer 1 | Epoch 90  |
|          5490 |    42829.4258 | Layer 1 | Epoch 91  |
|          5520 |    42775.4570 | Layer 1 | Epoch 91  |
|          5550 |    43463.0469 | Layer 1 | Epoch 91  |
|          5580 |    43720.8555 | Layer 1 | Epoch 92  |
|          5610 |    43401.9375 | Layer 1 | Epoch 92  |
|          5640 |    42845.6484 | Layer 1 | Epoch 93  |
|          5670 |    43916.8555 | Layer 1 | Epoch 93  |
|          5700 |    43709.0508 | Layer 1 | Epoch 94  |
|          5730 |    43103.7656 | Layer 1 | Epoch 94  |
|          5760 |    43001.8867 | Layer 1 | Epoch 95  |
|          5790 |    43780.1953 | Layer 1 | Epoch 95  |
|          5820 |    43288.9492 | Layer 1 | Epoch 96  |
|          5850 |    43661.1953 | Layer 1 | Epoch 96  |
|          5880 |    43319.2031 | Layer 1 | Epoch 97  |
|          5910 |    43697.7969 | Layer 1 | Epoch 97  |
|          5940 |    42959.8555 | Layer 1 | Epoch 98  |
|          5970 |    43528.0391 | Layer 1 | Epoch 98  |
|          6000 |    43452.8242 | Layer 1 | Epoch 99  |
|          6030 |    43856.5547 | Layer 1 | Epoch 99  |
|          6060 |    43690.7617 | Layer 1 | Epoch 100  |
|          6090 |    43742.0195 | Layer 1 | Epoch 100  |
|          6120 |    43532.9141 | Layer 1 | Epoch 101  |
|          6150 |    42141.9023 | Layer 1 | Epoch 101  |
|          6180 |    43326.4688 | Layer 1 | Epoch 102  |
|          6210 |    43156.2227 | Layer 1 | Epoch 102  |
|          6240 |    42981.8125 | Layer 1 | Epoch 103  |
|          6270 |    43187.9414 | Layer 1 | Epoch 103  |
|          6300 |    43098.5703 | Layer 1 | Epoch 104  |
|          6330 |    42599.1328 | Layer 1 | Epoch 104  |
|          6360 |    42933.4453 | Layer 1 | Epoch 105  |
|          6390 |    43676.1992 | Layer 1 | Epoch 105  |
|          6420 |    42808.6172 | Layer 1 | Epoch 106  |
|          6450 |    43561.2539 | Layer 1 | Epoch 106  |
|          6480 |    43690.0078 | Layer 1 | Epoch 107  |
|          6510 |    43314.6562 | Layer 1 | Epoch 107  |
|          6540 |    42967.3984 | Layer 1 | Epoch 108  |
|          6570 |    42472.5859 | Layer 1 | Epoch 108  |
|          6600 |    43947.3555 | Layer 1 | Epoch 109  |
|          6630 |    43775.7852 | Layer 1 | Epoch 109  |
|          6660 |    43127.1641 | Layer 1 | Epoch 110  |
|          6690 |    42824.8242 | Layer 1 | Epoch 110  |
|          6720 |    43064.8594 | Layer 1 | Epoch 111  |
|          6750 |    43264.1602 | Layer 1 | Epoch 111  |
|          6780 |    42366.3203 | Layer 1 | Epoch 112  |
|          6810 |    42837.1562 | Layer 1 | Epoch 112  |
|          6840 |    43997.6055 | Layer 1 | Epoch 113  |
|          6870 |    43221.6172 | Layer 1 | Epoch 113  |
|          6900 |    42483.0742 | Layer 1 | Epoch 114  |
|          6930 |    43976.9844 | Layer 1 | Epoch 114  |
|          6960 |    43379.0312 | Layer 1 | Epoch 115  |
|          6990 |    43383.6172 | Layer 1 | Epoch 115  |
|          7020 |    43359.4922 | Layer 1 | Epoch 116  |
|          7050 |    43430.4805 | Layer 1 | Epoch 116  |
|          7080 |    43488.6523 | Layer 1 | Epoch 117  |
|          7110 |    43161.1445 | Layer 1 | Epoch 117  |
|          7140 |    42085.7891 | Layer 1 | Epoch 118  |
|          7170 |    43490.4375 | Layer 1 | Epoch 118  |
|          7200 |    43130.4805 | Layer 1 | Epoch 119  |
|          7230 |    43525.3359 | Layer 1 | Epoch 119  |
|          7260 |    43759.7695 | Layer 1 | Epoch 120  |
|          7290 |    43804.2891 | Layer 1 | Epoch 120  |
|          7320 |    43292.3203 | Layer 1 | Epoch 121  |
|          7350 |    42680.6016 | Layer 1 | Epoch 121  |
|          7380 |    42810.6367 | Layer 1 | Epoch 121  |
|          7410 |    42415.0000 | Layer 1 | Epoch 122  |
|          7440 |    43393.6758 | Layer 1 | Epoch 122  |
|          7470 |    43475.5547 | Layer 1 | Epoch 123  |
|          7500 |    43111.8828 | Layer 1 | Epoch 123  |
|          7530 |    43507.7500 | Layer 1 | Epoch 124  |
|          7560 |    42913.3867 | Layer 1 | Epoch 124  |
|          7590 |    42823.8984 | Layer 1 | Epoch 125  |
|          7620 |    43356.7578 | Layer 1 | Epoch 125  |
|          7650 |    42414.1875 | Layer 1 | Epoch 126  |
|          7680 |    43491.6797 | Layer 1 | Epoch 126  |
|          7710 |    42884.9453 | Layer 1 | Epoch 127  |
|          7740 |    43559.6680 | Layer 1 | Epoch 127  |
|          7770 |    42771.7266 | Layer 1 | Epoch 128  |
|          7800 |    43402.5273 | Layer 1 | Epoch 128  |
|          7830 |    43241.3828 | Layer 1 | Epoch 129  |
|          7860 |    43257.4023 | Layer 1 | Epoch 129  |
|          7890 |    43532.8633 | Layer 1 | Epoch 130  |
|          7920 |    43070.3828 | Layer 1 | Epoch 130  |
|          7950 |    43765.2070 | Layer 1 | Epoch 131  |
|          7980 |    42807.3516 | Layer 1 | Epoch 131  |
|          8010 |    42162.0703 | Layer 1 | Epoch 132  |
|          8040 |    42718.6602 | Layer 1 | Epoch 132  |
|          8070 |    43738.6172 | Layer 1 | Epoch 133  |
|          8100 |    42616.7188 | Layer 1 | Epoch 133  |
|          8130 |    43219.5859 | Layer 1 | Epoch 134  |
|          8160 |    42919.2812 | Layer 1 | Epoch 134  |
|          8190 |    42518.3828 | Layer 1 | Epoch 135  |
|          8220 |    43028.7773 | Layer 1 | Epoch 135  |
|          8250 |    43205.6367 | Layer 1 | Epoch 136  |
|          8280 |    43358.6641 | Layer 1 | Epoch 136  |
|          8310 |    43334.7383 | Layer 1 | Epoch 137  |
|          8340 |    42657.0000 | Layer 1 | Epoch 137  |
|          8370 |    43484.8047 | Layer 1 | Epoch 138  |
|          8400 |    42649.0586 | Layer 1 | Epoch 138  |
|          8430 |    42774.8125 | Layer 1 | Epoch 139  |
|          8460 |    42523.5898 | Layer 1 | Epoch 139  |
|          8490 |    43376.1680 | Layer 1 | Epoch 140  |
|          8520 |    43346.6445 | Layer 1 | Epoch 140  |
|          8550 |    43409.9766 | Layer 1 | Epoch 141  |
|          8580 |    43718.9609 | Layer 1 | Epoch 141  |
|          8610 |    43595.2734 | Layer 1 | Epoch 142  |
|          8640 |    42812.3828 | Layer 1 | Epoch 142  |
|          8670 |    43201.4453 | Layer 1 | Epoch 143  |
|          8700 |    42831.9883 | Layer 1 | Epoch 143  |
|          8730 |    42302.6875 | Layer 1 | Epoch 144  |
|          8760 |    41616.6328 | Layer 1 | Epoch 144  |
|          8790 |    42666.0156 | Layer 1 | Epoch 145  |
|          8820 |    41672.0078 | Layer 1 | Epoch 145  |
|          8850 |    43005.8477 | Layer 1 | Epoch 146  |
|          8880 |    42518.4609 | Layer 1 | Epoch 146  |
|          8910 |    42352.5547 | Layer 1 | Epoch 147  |
|          8940 |    42113.3359 | Layer 1 | Epoch 147  |
|          8970 |    42861.4805 | Layer 1 | Epoch 148  |
|          9000 |    43492.7383 | Layer 1 | Epoch 148  |
|          9030 |    42581.1992 | Layer 1 | Epoch 149  |
|          9060 |    43046.1250 | Layer 1 | Epoch 149  |
|          9090 |    43072.6758 | Layer 1 | Epoch 150  |
|          9120 |    42704.6445 | Layer 1 | Epoch 150  |
|          9150 |    42870.8711 | Layer 1 | Epoch 151  |
|          9180 |    43175.6641 | Layer 1 | Epoch 151  |
|          9210 |    42786.0898 | Layer 1 | Epoch 151  |
|          9240 |    42718.0898 | Layer 1 | Epoch 152  |
|          9270 |    42882.5234 | Layer 1 | Epoch 152  |
|          9300 |    42397.1250 | Layer 1 | Epoch 153  |
|          9330 |    43170.3047 | Layer 1 | Epoch 153  |
|          9360 |    42109.4766 | Layer 1 | Epoch 154  |
|          9390 |    42531.0977 | Layer 1 | Epoch 154  |
|          9420 |    42995.4922 | Layer 1 | Epoch 155  |
|          9450 |    43599.0000 | Layer 1 | Epoch 155  |
|          9480 |    42644.5781 | Layer 1 | Epoch 156  |
|          9510 |    42786.5312 | Layer 1 | Epoch 156  |
|          9540 |    42326.6094 | Layer 1 | Epoch 157  |
|          9570 |    42614.1367 | Layer 1 | Epoch 157  |
|          9600 |    43348.3281 | Layer 1 | Epoch 158  |
|          9630 |    43148.4258 | Layer 1 | Epoch 158  |
|          9660 |    42938.8047 | Layer 1 | Epoch 159  |
|          9690 |    42352.0391 | Layer 1 | Epoch 159  |
|          9720 |    43190.9180 | Layer 1 | Epoch 160  |
|          9750 |    42513.0547 | Layer 1 | Epoch 160  |
|          9780 |    43270.0273 | Layer 1 | Epoch 161  |
|          9810 |    43010.0312 | Layer 1 | Epoch 161  |
|          9840 |    41782.5508 | Layer 1 | Epoch 162  |
|          9870 |    43831.5391 | Layer 1 | Epoch 162  |
|          9900 |    42501.8125 | Layer 1 | Epoch 163  |
|          9930 |    43341.7852 | Layer 1 | Epoch 163  |
|          9960 |    43204.6055 | Layer 1 | Epoch 164  |
|          9990 |    42723.0078 | Layer 1 | Epoch 164  |
|         10020 |    43082.1797 | Layer 1 | Epoch 165  |
|         10050 |    43129.6914 | Layer 1 | Epoch 165  |
|         10080 |    42229.1797 | Layer 1 | Epoch 166  |
|         10110 |    42632.3398 | Layer 1 | Epoch 166  |
|         10140 |    41910.9727 | Layer 1 | Epoch 167  |
|         10170 |    43445.1250 | Layer 1 | Epoch 167  |
|         10200 |    43106.5820 | Layer 1 | Epoch 168  |
|         10230 |    43161.7109 | Layer 1 | Epoch 168  |
|         10260 |    42669.8125 | Layer 1 | Epoch 169  |
|         10290 |    42915.0234 | Layer 1 | Epoch 169  |
|         10320 |    41376.8750 | Layer 1 | Epoch 170  |
|         10350 |    42819.4609 | Layer 1 | Epoch 170  |
|         10380 |    43984.3672 | Layer 1 | Epoch 171  |
|         10410 |    43551.8008 | Layer 1 | Epoch 171  |
|         10440 |    42071.9297 | Layer 1 | Epoch 172  |
|         10470 |    42713.9922 | Layer 1 | Epoch 172  |
|         10500 |    42958.5938 | Layer 1 | Epoch 173  |
|         10530 |    41564.3984 | Layer 1 | Epoch 173  |
|         10560 |    43193.0703 | Layer 1 | Epoch 174  |
|         10590 |    42873.2812 | Layer 1 | Epoch 174  |
|         10620 |    41976.6875 | Layer 1 | Epoch 175  |
|         10650 |    42516.9141 | Layer 1 | Epoch 175  |
|         10680 |    43391.2266 | Layer 1 | Epoch 176  |
|         10710 |    43368.8906 | Layer 1 | Epoch 176  |
|         10740 |    42765.2695 | Layer 1 | Epoch 177  |
|         10770 |    43111.7891 | Layer 1 | Epoch 177  |
|         10800 |    42381.1367 | Layer 1 | Epoch 178  |
|         10830 |    41955.6758 | Layer 1 | Epoch 178  |
|         10860 |    42655.9180 | Layer 1 | Epoch 179  |
|         10890 |    43059.7891 | Layer 1 | Epoch 179  |
|         10920 |    42831.0820 | Layer 1 | Epoch 180  |
|         10950 |    41303.5703 | Layer 1 | Epoch 180  |
|         10980 |    41362.2656 | Layer 1 | Epoch 181  |
|         11010 |    42230.3516 | Layer 1 | Epoch 181  |
|         11040 |    42322.7266 | Layer 1 | Epoch 181  |
|         11070 |    42939.8984 | Layer 1 | Epoch 182  |
|         11100 |    42357.8164 | Layer 1 | Epoch 182  |
|         11130 |    42932.8047 | Layer 1 | Epoch 183  |
|         11160 |    43326.3086 | Layer 1 | Epoch 183  |
|         11190 |    42627.0859 | Layer 1 | Epoch 184  |
|         11220 |    41891.7891 | Layer 1 | Epoch 184  |
|         11250 |    41143.8906 | Layer 1 | Epoch 185  |
|         11280 |    42885.6641 | Layer 1 | Epoch 185  |
|         11310 |    41656.1484 | Layer 1 | Epoch 186  |
|         11340 |    43370.1055 | Layer 1 | Epoch 186  |
|         11370 |    42930.5820 | Layer 1 | Epoch 187  |
|         11400 |    43482.2070 | Layer 1 | Epoch 187  |
|         11430 |    42905.0352 | Layer 1 | Epoch 188  |
|         11460 |    42394.6523 | Layer 1 | Epoch 188  |
|         11490 |    42861.2383 | Layer 1 | Epoch 189  |
|         11520 |    42120.9805 | Layer 1 | Epoch 189  |
|         11550 |    43526.8359 | Layer 1 | Epoch 190  |
|         11580 |    43008.3594 | Layer 1 | Epoch 190  |
|         11610 |    43281.9375 | Layer 1 | Epoch 191  |
|         11640 |    42346.8320 | Layer 1 | Epoch 191  |
|         11670 |    42812.9531 | Layer 1 | Epoch 192  |
|         11700 |    42489.1133 | Layer 1 | Epoch 192  |
|         11730 |    43306.6992 | Layer 1 | Epoch 193  |
|         11760 |    42012.6953 | Layer 1 | Epoch 193  |
|         11790 |    42791.1758 | Layer 1 | Epoch 194  |
|         11820 |    42422.3672 | Layer 1 | Epoch 194  |
|         11850 |    43712.9375 | Layer 1 | Epoch 195  |
|         11880 |    42839.7188 | Layer 1 | Epoch 195  |
|         11910 |    43475.6953 | Layer 1 | Epoch 196  |
|         11940 |    41528.3672 | Layer 1 | Epoch 196  |
|         11970 |    41937.1875 | Layer 1 | Epoch 197  |
|         12000 |    42876.8125 | Layer 1 | Epoch 197  |
|         12030 |    42528.6719 | Layer 1 | Epoch 198  |
|         12060 |    42529.0312 | Layer 1 | Epoch 198  |
|         12090 |    42565.4023 | Layer 1 | Epoch 199  |
|         12120 |    43175.5703 | Layer 1 | Epoch 199  |
|         12150 |    42962.7422 | Layer 1 | Epoch 200  |
|         12180 |    43548.2578 | Layer 1 | Epoch 200  |
|         12210 |    43009.1016 | Layer 1 | Epoch 201  |
|         12240 |    41769.4492 | Layer 1 | Epoch 201  |
