| Training Step | Cross Entropy |  Layer  |   Epoch  |
|---------------|---------------|---------|----------|
|          2850 |    41643.8242 | Layer 1 | Epoch 47  |
|          2880 |    39177.1172 | Layer 1 | Epoch 48  |
|          2910 |    40023.8594 | Layer 1 | Epoch 48  |
|          2940 |    40402.6523 | Layer 1 | Epoch 49  |
|          2970 |    39056.8047 | Layer 1 | Epoch 49  |
|          3000 |    40803.4258 | Layer 1 | Epoch 50  |
|          3030 |    40121.7266 | Layer 1 | Epoch 50  |
|          3060 |    40941.4102 | Layer 1 | Epoch 51  |
|          3090 |    38877.1680 | Layer 1 | Epoch 51  |
|          3120 |    40623.4531 | Layer 1 | Epoch 52  |
|          3150 |    39396.0703 | Layer 1 | Epoch 52  |
|          3180 |    40414.1758 | Layer 1 | Epoch 53  |
|          3210 |    39823.6758 | Layer 1 | Epoch 53  |
|          3240 |    39784.9766 | Layer 1 | Epoch 54  |
|          3270 |    38413.8047 | Layer 1 | Epoch 54  |
|          3300 |    40149.4570 | Layer 1 | Epoch 55  |
|          3330 |    39859.3086 | Layer 1 | Epoch 55  |
|          3360 |    38244.0078 | Layer 1 | Epoch 56  |
|          3390 |    40119.8242 | Layer 1 | Epoch 56  |
|          3420 |    39648.1211 | Layer 1 | Epoch 57  |
|          3450 |    41097.8047 | Layer 1 | Epoch 57  |
|          3480 |    39188.3477 | Layer 1 | Epoch 58  |
|          3510 |    38324.4336 | Layer 1 | Epoch 58  |
|          3540 |    40484.9570 | Layer 1 | Epoch 59  |
|          3570 |    38813.8984 | Layer 1 | Epoch 59  |
|          3600 |    38828.9883 | Layer 1 | Epoch 60  |
|          3630 |    39738.2812 | Layer 1 | Epoch 60  |
|          3660 |    40595.9922 | Layer 1 | Epoch 61  |
|          3690 |    39334.4688 | Layer 1 | Epoch 61  |
|          3720 |    40788.1211 | Layer 1 | Epoch 61  |
|          3750 |    40328.6094 | Layer 1 | Epoch 62  |
|          3780 |    39258.2812 | Layer 1 | Epoch 62  |
|          3810 |    39303.1406 | Layer 1 | Epoch 63  |
|          3840 |    39327.2812 | Layer 1 | Epoch 63  |
|          3870 |    39762.3438 | Layer 1 | Epoch 64  |
|          3900 |    38277.7422 | Layer 1 | Epoch 64  |
|          3930 |    39339.6016 | Layer 1 | Epoch 65  |
|          3960 |    39063.7500 | Layer 1 | Epoch 65  |
|          3990 |    38497.5352 | Layer 1 | Epoch 66  |
|          4020 |    39886.4102 | Layer 1 | Epoch 66  |
|          4050 |    39214.0781 | Layer 1 | Epoch 67  |
|          4080 |    40110.2500 | Layer 1 | Epoch 67  |
|          4110 |    38197.2656 | Layer 1 | Epoch 68  |
|          4140 |    40531.9492 | Layer 1 | Epoch 68  |
|          4170 |    39571.1016 | Layer 1 | Epoch 69  |
|          4200 |    36772.7539 | Layer 1 | Epoch 69  |
|          4230 |    37864.6484 | Layer 1 | Epoch 70  |
|          4260 |    39473.4141 | Layer 1 | Epoch 70  |
|          4290 |    39691.7344 | Layer 1 | Epoch 71  |
|          4320 |    38237.1953 | Layer 1 | Epoch 71  |
|          4350 |    38720.7461 | Layer 1 | Epoch 72  |
|          4380 |    38253.2891 | Layer 1 | Epoch 72  |
|          4410 |    40021.9297 | Layer 1 | Epoch 73  |
|          4440 |    39237.3672 | Layer 1 | Epoch 73  |
|          4470 |    37442.3750 | Layer 1 | Epoch 74  |
|          4500 |    39801.8984 | Layer 1 | Epoch 74  |
|          4530 |    38124.8281 | Layer 1 | Epoch 75  |
|          4560 |    39582.3438 | Layer 1 | Epoch 75  |
|          4590 |    38543.1172 | Layer 1 | Epoch 76  |
|          4620 |    38401.0156 | Layer 1 | Epoch 76  |
|          4650 |    38271.0859 | Layer 1 | Epoch 77  |
|          4680 |    39725.1797 | Layer 1 | Epoch 77  |
|          4710 |    39651.4375 | Layer 1 | Epoch 78  |
|          4740 |    38716.5000 | Layer 1 | Epoch 78  |
|          4770 |    38865.2617 | Layer 1 | Epoch 79  |
|          4800 |    37707.7734 | Layer 1 | Epoch 79  |
|          4830 |    37311.6953 | Layer 1 | Epoch 80  |
|          4860 |    37998.4922 | Layer 1 | Epoch 80  |
|          4890 |    38527.0664 | Layer 1 | Epoch 81  |
|          4920 |    39371.0898 | Layer 1 | Epoch 81  |
|          4950 |    39020.1406 | Layer 1 | Epoch 82  |
|          4980 |    39357.2188 | Layer 1 | Epoch 82  |
|          5010 |    37771.1211 | Layer 1 | Epoch 83  |
|          5040 |    40474.5156 | Layer 1 | Epoch 83  |
|          5070 |    39567.6602 | Layer 1 | Epoch 84  |
|          5100 |    41527.9062 | Layer 1 | Epoch 84  |
|          5130 |    39457.5859 | Layer 1 | Epoch 85  |
|          5160 |    38747.4102 | Layer 1 | Epoch 85  |
|          5190 |    39970.9766 | Layer 1 | Epoch 86  |
|          5220 |    41127.5547 | Layer 1 | Epoch 86  |
|          5250 |    40177.7695 | Layer 1 | Epoch 87  |
|          5280 |    39397.8125 | Layer 1 | Epoch 87  |
|          5310 |    38302.6016 | Layer 1 | Epoch 88  |
|          5340 |    40389.4297 | Layer 1 | Epoch 88  |
|          5370 |    40153.9219 | Layer 1 | Epoch 89  |
|          5400 |    39971.6211 | Layer 1 | Epoch 89  |
|          5430 |    38399.7266 | Layer 1 | Epoch 90  |
|          5460 |    36225.1367 | Layer 1 | Epoch 90  |
|          5490 |    37660.7344 | Layer 1 | Epoch 91  |
|          5520 |    37616.0859 | Layer 1 | Epoch 91  |
|          5550 |    37851.0625 | Layer 1 | Epoch 91  |
|          5580 |    39640.1445 | Layer 1 | Epoch 92  |
|          5610 |    38919.0781 | Layer 1 | Epoch 92  |
|          5640 |    36858.9727 | Layer 1 | Epoch 93  |
|          5670 |    39540.0977 | Layer 1 | Epoch 93  |
|          5700 |    37543.2578 | Layer 1 | Epoch 94  |
|          5730 |    41068.3008 | Layer 1 | Epoch 94  |
|          5760 |    38047.7617 | Layer 1 | Epoch 95  |
|          5790 |    38235.6992 | Layer 1 | Epoch 95  |
|          5820 |    39420.5156 | Layer 1 | Epoch 96  |
|          5850 |    39461.2422 | Layer 1 | Epoch 96  |
|          5880 |    39033.7812 | Layer 1 | Epoch 97  |
|          5910 |    38620.8945 | Layer 1 | Epoch 97  |
|          5940 |    40725.4258 | Layer 1 | Epoch 98  |
|          5970 |    38834.5391 | Layer 1 | Epoch 98  |
|          6000 |    37393.1328 | Layer 1 | Epoch 99  |
|          6030 |    39183.2148 | Layer 1 | Epoch 99  |
|          6060 |    37629.9062 | Layer 1 | Epoch 100  |
|          6090 |    37205.5625 | Layer 1 | Epoch 100  |
|          6120 |    39875.3125 | Layer 1 | Epoch 101  |
|          6150 |    39492.8945 | Layer 1 | Epoch 101  |
|          6180 |    41132.3633 | Layer 1 | Epoch 102  |
|          6210 |    39429.8320 | Layer 1 | Epoch 102  |
|          6240 |    39626.3047 | Layer 1 | Epoch 103  |
|          6270 |    40534.5234 | Layer 1 | Epoch 103  |
|          6300 |    38983.1797 | Layer 1 | Epoch 104  |
|          6330 |    37442.7344 | Layer 1 | Epoch 104  |
|          6360 |    36950.0938 | Layer 1 | Epoch 105  |
|          6390 |    36991.9531 | Layer 1 | Epoch 105  |
|          6420 |    39499.8750 | Layer 1 | Epoch 106  |
|          6450 |    39721.8828 | Layer 1 | Epoch 106  |
|          6480 |    37720.0000 | Layer 1 | Epoch 107  |
|          6510 |    41068.9766 | Layer 1 | Epoch 107  |
|          6540 |    38375.7695 | Layer 1 | Epoch 108  |
|          6570 |    38394.0703 | Layer 1 | Epoch 108  |
|          6600 |    37075.1719 | Layer 1 | Epoch 109  |
|          6630 |    38455.5117 | Layer 1 | Epoch 109  |
|          6660 |    37878.2500 | Layer 1 | Epoch 110  |
|          6690 |    35826.1641 | Layer 1 | Epoch 110  |
|          6720 |    39518.0859 | Layer 1 | Epoch 111  |
|          6750 |    37805.6016 | Layer 1 | Epoch 111  |
|          6780 |    38524.5117 | Layer 1 | Epoch 112  |
|          6810 |    39054.0586 | Layer 1 | Epoch 112  |
|          6840 |    39161.9531 | Layer 1 | Epoch 113  |
|          6870 |    37636.1797 | Layer 1 | Epoch 113  |
|          6900 |    39809.1758 | Layer 1 | Epoch 114  |
|          6930 |    38063.2109 | Layer 1 | Epoch 114  |
|          6960 |    37829.5898 | Layer 1 | Epoch 115  |
|          6990 |    40214.9336 | Layer 1 | Epoch 115  |
|          7020 |    37634.9492 | Layer 1 | Epoch 116  |
|          7050 |    37183.3242 | Layer 1 | Epoch 116  |
|          7080 |    39274.0547 | Layer 1 | Epoch 117  |
|          7110 |    36989.1602 | Layer 1 | Epoch 117  |
|          7140 |    39716.6406 | Layer 1 | Epoch 118  |
|          7170 |    37733.4062 | Layer 1 | Epoch 118  |
|          7200 |    37223.0273 | Layer 1 | Epoch 119  |
|          7230 |    39179.0039 | Layer 1 | Epoch 119  |
|          7260 |    38255.9648 | Layer 1 | Epoch 120  |
|          7290 |    38781.5664 | Layer 1 | Epoch 120  |
|          7320 |    37401.6484 | Layer 1 | Epoch 121  |
|          7350 |    39898.1133 | Layer 1 | Epoch 121  |
|          7380 |    38152.3984 | Layer 1 | Epoch 121  |
|          7410 |    37483.7305 | Layer 1 | Epoch 122  |
|          7440 |    36899.6484 | Layer 1 | Epoch 122  |
|          7470 |    39494.5938 | Layer 1 | Epoch 123  |
|          7500 |    37956.1211 | Layer 1 | Epoch 123  |
|          7530 |    36625.3555 | Layer 1 | Epoch 124  |
|          7560 |    38989.3633 | Layer 1 | Epoch 124  |
|          7590 |    40713.5547 | Layer 1 | Epoch 125  |
|          7620 |    36201.1484 | Layer 1 | Epoch 125  |
|          7650 |    38633.1289 | Layer 1 | Epoch 126  |
|          7680 |    38925.6641 | Layer 1 | Epoch 126  |
|          7710 |    36531.4648 | Layer 1 | Epoch 127  |
|          7740 |    36658.1836 | Layer 1 | Epoch 127  |
|          7770 |    36962.6523 | Layer 1 | Epoch 128  |
|          7800 |    38299.5703 | Layer 1 | Epoch 128  |
|          7830 |    38441.7031 | Layer 1 | Epoch 129  |
|          7860 |    37276.8008 | Layer 1 | Epoch 129  |
|          7890 |    36467.0078 | Layer 1 | Epoch 130  |
|          7920 |    40354.6562 | Layer 1 | Epoch 130  |
|          7950 |    40138.3398 | Layer 1 | Epoch 131  |
|          7980 |    38399.5859 | Layer 1 | Epoch 131  |
|          8010 |    37055.9609 | Layer 1 | Epoch 132  |
|          8040 |    37875.9258 | Layer 1 | Epoch 132  |
|          8070 |    39575.4844 | Layer 1 | Epoch 133  |
|          8100 |    38377.6719 | Layer 1 | Epoch 133  |
|          8130 |    35649.0547 | Layer 1 | Epoch 134  |
|          8160 |    37746.9375 | Layer 1 | Epoch 134  |
|          8190 |    37856.5039 | Layer 1 | Epoch 135  |
|          8220 |    39363.8203 | Layer 1 | Epoch 135  |
|          8250 |    38907.2148 | Layer 1 | Epoch 136  |
|          8280 |    37043.0391 | Layer 1 | Epoch 136  |
|          8310 |    39120.0469 | Layer 1 | Epoch 137  |
|          8340 |    39523.8281 | Layer 1 | Epoch 137  |
|          8370 |    36175.4453 | Layer 1 | Epoch 138  |
|          8400 |    37203.2812 | Layer 1 | Epoch 138  |
|          8430 |    39251.5547 | Layer 1 | Epoch 139  |
|          8460 |    35579.6914 | Layer 1 | Epoch 139  |
|          8490 |    38090.6719 | Layer 1 | Epoch 140  |
|          8520 |    39594.7188 | Layer 1 | Epoch 140  |
|          8550 |    36867.5469 | Layer 1 | Epoch 141  |
|          8580 |    39589.9805 | Layer 1 | Epoch 141  |
|          8610 |    37240.1953 | Layer 1 | Epoch 142  |
|          8640 |    37369.0000 | Layer 1 | Epoch 142  |
|          8670 |    37943.2812 | Layer 1 | Epoch 143  |
|          8700 |    37088.6016 | Layer 1 | Epoch 143  |
|          8730 |    37461.6758 | Layer 1 | Epoch 144  |
|          8760 |    38391.7812 | Layer 1 | Epoch 144  |
|          8790 |    38200.6133 | Layer 1 | Epoch 145  |
|          8820 |    40772.5391 | Layer 1 | Epoch 145  |
|          8850 |    37323.1914 | Layer 1 | Epoch 146  |
|          8880 |    38700.6211 | Layer 1 | Epoch 146  |
|          8910 |    37913.5430 | Layer 1 | Epoch 147  |
|          8940 |    39563.7188 | Layer 1 | Epoch 147  |
|          8970 |    36925.2852 | Layer 1 | Epoch 148  |
|          9000 |    37607.8438 | Layer 1 | Epoch 148  |
|          9030 |    38537.1172 | Layer 1 | Epoch 149  |
|          9060 |    38084.4219 | Layer 1 | Epoch 149  |
|          9090 |    38254.3164 | Layer 1 | Epoch 150  |
|          9120 |    37522.2109 | Layer 1 | Epoch 150  |
|          9150 |    40435.4141 | Layer 1 | Epoch 151  |
|          9180 |    36996.4219 | Layer 1 | Epoch 151  |
|          9210 |    39606.1094 | Layer 1 | Epoch 151  |
|          9240 |    37656.1797 | Layer 1 | Epoch 152  |
|          9270 |    37983.6875 | Layer 1 | Epoch 152  |
|          9300 |    36410.6094 | Layer 1 | Epoch 153  |
|          9330 |    38674.1484 | Layer 1 | Epoch 153  |
|          9360 |    38656.6406 | Layer 1 | Epoch 154  |
|          9390 |    37914.6484 | Layer 1 | Epoch 154  |
|          9420 |    36673.9375 | Layer 1 | Epoch 155  |
|          9450 |    38691.3477 | Layer 1 | Epoch 155  |
|          9480 |    36656.8945 | Layer 1 | Epoch 156  |
|          9510 |    38472.8516 | Layer 1 | Epoch 156  |
|          9540 |    37746.2031 | Layer 1 | Epoch 157  |
|          9570 |    37299.1875 | Layer 1 | Epoch 157  |
|          9600 |    37343.8281 | Layer 1 | Epoch 158  |
|          9630 |    38532.4453 | Layer 1 | Epoch 158  |
|          9660 |    37625.6094 | Layer 1 | Epoch 159  |
|          9690 |    36572.1172 | Layer 1 | Epoch 159  |
|          9720 |    39110.8750 | Layer 1 | Epoch 160  |
|          9750 |    38582.6992 | Layer 1 | Epoch 160  |
|          9780 |    38467.5938 | Layer 1 | Epoch 161  |
|          9810 |    38249.1562 | Layer 1 | Epoch 161  |
|          9840 |    37667.4375 | Layer 1 | Epoch 162  |
|          9870 |    35316.3125 | Layer 1 | Epoch 162  |
|          9900 |    36819.0078 | Layer 1 | Epoch 163  |
|          9930 |    38373.3555 | Layer 1 | Epoch 163  |
|          9960 |    38789.2109 | Layer 1 | Epoch 164  |
|          9990 |    39197.8203 | Layer 1 | Epoch 164  |
|         10020 |    37713.7578 | Layer 1 | Epoch 165  |
|         10050 |    37733.7266 | Layer 1 | Epoch 165  |
|         10080 |    38575.1250 | Layer 1 | Epoch 166  |
|         10110 |    38676.8398 | Layer 1 | Epoch 166  |
|         10140 |    38767.4180 | Layer 1 | Epoch 167  |
|         10170 |    40032.5430 | Layer 1 | Epoch 167  |
|         10200 |    38022.8164 | Layer 1 | Epoch 168  |
|         10230 |    37441.5156 | Layer 1 | Epoch 168  |
|         10260 |    38653.7734 | Layer 1 | Epoch 169  |
|         10290 |    35034.3125 | Layer 1 | Epoch 169  |
|         10320 |    36919.0859 | Layer 1 | Epoch 170  |
|         10350 |    35625.7617 | Layer 1 | Epoch 170  |
|         10380 |    37858.6797 | Layer 1 | Epoch 171  |
|         10410 |    36772.8281 | Layer 1 | Epoch 171  |
|         10440 |    37504.5742 | Layer 1 | Epoch 172  |
|         10470 |    37845.7578 | Layer 1 | Epoch 172  |
|         10500 |    36597.4883 | Layer 1 | Epoch 173  |
|         10530 |    36763.9453 | Layer 1 | Epoch 173  |
|         10560 |    38616.3516 | Layer 1 | Epoch 174  |
|         10590 |    39452.8984 | Layer 1 | Epoch 174  |
|         10620 |    39843.7227 | Layer 1 | Epoch 175  |
|         10650 |    38756.3906 | Layer 1 | Epoch 175  |
|         10680 |    37862.6875 | Layer 1 | Epoch 176  |
|         10710 |    38579.0625 | Layer 1 | Epoch 176  |
|         10740 |    37740.5000 | Layer 1 | Epoch 177  |
|         10770 |    37325.8516 | Layer 1 | Epoch 177  |
|         10800 |    37639.0859 | Layer 1 | Epoch 178  |
|         10830 |    40385.2461 | Layer 1 | Epoch 178  |
|         10860 |    37917.5391 | Layer 1 | Epoch 179  |
|         10890 |    37397.3477 | Layer 1 | Epoch 179  |
|         10920 |    38149.3438 | Layer 1 | Epoch 180  |
|         10950 |    39515.8125 | Layer 1 | Epoch 180  |
|         10980 |    38234.8828 | Layer 1 | Epoch 181  |
|         11010 |    37227.8672 | Layer 1 | Epoch 181  |
|         11040 |    37275.5039 | Layer 1 | Epoch 181  |
|         11070 |    39898.6406 | Layer 1 | Epoch 182  |
|         11100 |    38018.4922 | Layer 1 | Epoch 182  |
|         11130 |    37268.0273 | Layer 1 | Epoch 183  |
|         11160 |    37426.5469 | Layer 1 | Epoch 183  |
|         11190 |    36250.1484 | Layer 1 | Epoch 184  |
|         11220 |    36143.4453 | Layer 1 | Epoch 184  |
|         11250 |    37489.1680 | Layer 1 | Epoch 185  |
|         11280 |    36565.0391 | Layer 1 | Epoch 185  |
|         11310 |    37820.3945 | Layer 1 | Epoch 186  |
|         11340 |    37463.5938 | Layer 1 | Epoch 186  |
|         11370 |    40233.3594 | Layer 1 | Epoch 187  |
|         11400 |    37430.1445 | Layer 1 | Epoch 187  |
|         11430 |    37822.1797 | Layer 1 | Epoch 188  |
|         11460 |    37035.2344 | Layer 1 | Epoch 188  |
|         11490 |    36753.3398 | Layer 1 | Epoch 189  |
|         11520 |    36205.0703 | Layer 1 | Epoch 189  |
|         11550 |    36736.9727 | Layer 1 | Epoch 190  |
|         11580 |    37233.6328 | Layer 1 | Epoch 190  |
|         11610 |    37417.1562 | Layer 1 | Epoch 191  |
|         11640 |    34972.7500 | Layer 1 | Epoch 191  |
|         11670 |    36578.9375 | Layer 1 | Epoch 192  |
|         11700 |    36923.0625 | Layer 1 | Epoch 192  |
|         11730 |    36223.4414 | Layer 1 | Epoch 193  |
|         11760 |    36461.3125 | Layer 1 | Epoch 193  |
|         11790 |    38893.4648 | Layer 1 | Epoch 194  |
|         11820 |    36500.7617 | Layer 1 | Epoch 194  |
|         11850 |    38320.9570 | Layer 1 | Epoch 195  |
|         11880 |    38563.9688 | Layer 1 | Epoch 195  |
|         11910 |    36305.8672 | Layer 1 | Epoch 196  |
|         11940 |    37319.2812 | Layer 1 | Epoch 196  |
|         11970 |    37759.0781 | Layer 1 | Epoch 197  |
|         12000 |    37972.1719 | Layer 1 | Epoch 197  |
|         12030 |    38500.5078 | Layer 1 | Epoch 198  |
|         12060 |    35610.9297 | Layer 1 | Epoch 198  |
|         12090 |    38293.5781 | Layer 1 | Epoch 199  |
|         12120 |    37992.8750 | Layer 1 | Epoch 199  |
|         12150 |    37954.5938 | Layer 1 | Epoch 200  |
|         12180 |    38231.9297 | Layer 1 | Epoch 200  |
|         12210 |    37730.4062 | Layer 1 | Epoch 201  |
|         12240 |    38016.0820 | Layer 1 | Epoch 201  |
|         12270 |    35706.2656 | Layer 1 | Epoch 202  |
|         12300 |    36968.4531 | Layer 1 | Epoch 202  |
|         12330 |    36251.7891 | Layer 1 | Epoch 203  |
|         12360 |    37072.7891 | Layer 1 | Epoch 203  |
|         12390 |    37889.0664 | Layer 1 | Epoch 204  |
|         12420 |    36235.1211 | Layer 1 | Epoch 204  |
|         12450 |    35284.0234 | Layer 1 | Epoch 205  |
|         12480 |    37758.6758 | Layer 1 | Epoch 205  |
|         12510 |    35394.2812 | Layer 1 | Epoch 206  |
|         12540 |    38569.5469 | Layer 1 | Epoch 206  |
|         12570 |    36402.2344 | Layer 1 | Epoch 207  |
|         12600 |    37198.9258 | Layer 1 | Epoch 207  |
|         12630 |    36672.2227 | Layer 1 | Epoch 208  |
